Date;Time of day;Germany/Luxembourg[€/MWh];Denmark 1[€/MWh];Denmark 2[€/MWh];France[€/MWh];Northern Italy[€/MWh];Netherlands[€/MWh];Poland[€/MWh];Sweden 4[€/MWh];Switzerland[€/MWh];Slovenia[€/MWh];Czech Republic[€/MWh];Hungary[€/MWh];Austria[€/MWh];Germany/Austria/Luxembourg[€/MWh]
Apr 11, 2020;11:00 AM;11.59;11.59;11.59;11.59;-;11.59;41.8;11.59;12.33;15;15.23;15.23;11.59;-
Apr 11, 2020;12:00 PM;12.33;12.33;12.33;12.33;-;12.33;41.98;12.33;10.52;12.33;15.32;15.32;12.33;-
Apr 11, 2020;1:00 PM;8.6;8.6;8.6;8.6;-;8.6;42.13;8.39;7.63;9.9;10.56;10.56;8.6;-
Apr 11, 2020;2:00 PM;5.1;5.1;5.1;5.1;-;5.1;41.82;4.98;5.66;8.29;9;9;5.1;-
Apr 11, 2020;3:00 PM;7.28;7.28;7.28;7.28;-;7.28;42.13;7.11;7.2;10;11.36;11.36;7.28;-
Apr 11, 2020;4:00 PM;14.01;14.01;14.01;14.01;-;14.01;40.44;13.67;9.1;15;15.92;15.92;14.01;-
Apr 11, 2020;5:00 PM;20;19.5;20;12.42;-;19.5;41.81;19.52;16.83;20;21.63;21.63;20;-
Apr 11, 2020;6:00 PM;28.97;28.63;28.97;14.04;-;28.63;41.79;22.72;21.41;29.11;26.87;29.39;27.63;-
Apr 11, 2020;7:00 PM;35.11;25.82;35.11;17.05;-;34.9;42.16;19.97;21.4;35;32.63;37.55;33.31;-
Apr 11, 2020;8:00 PM;35.95;5.03;35.95;15.98;-;35.95;46.27;22.76;23.89;39.36;32.3;49.76;33.9;-
Apr 11, 2020;9:00 PM;29.66;4.93;29.66;13.11;-;29.66;46.25;18.34;22.46;31.5;28.27;39.85;27.38;-
Apr 11, 2020;10:00 PM;24.91;4.75;24.91;17.2;-;24.57;42.78;4.75;20.28;24.91;25.76;29.58;24.91;-
Apr 11, 2020;11:00 PM;21.82;4.6;21.82;21.82;-;21.82;32.48;4.6;18.9;21.82;22.5;23.55;21.82;-
Apr 12, 2020;12:00 AM;21.8;4.4;21.8;21.8;-;21.8;24.75;4.4;14.66;21.8;17;27.19;21.8;-
Apr 12, 2020;1:00 AM;19.01;4.23;6.01;19.01;-;19.01;18.73;4.23;11.33;19.01;12.67;15.91;19.01;-
Apr 12, 2020;2:00 AM;16.71;4.11;6.01;16.71;-;16.71;17.38;4.11;9.73;16.71;11.57;12.64;16.71;-
Apr 12, 2020;3:00 AM;14.38;4.12;6.04;14.38;-;14.38;15.84;4.05;8.77;14.38;10.33;10.4;14.38;-
Apr 12, 2020;4:00 AM;14.06;14.06;14.06;11.25;-;15.35;15.4;3.98;8.97;14.06;10.49;11.88;14.06;-
Apr 12, 2020;5:00 AM;15.02;15.02;15.02;15.02;-;15.02;16.07;4;10.42;15.02;11.42;12.54;15.02;-
Apr 12, 2020;6:00 AM;15.74;15.74;15.74;15.74;-;15.74;16.14;3.91;10.64;15.74;12.52;14.18;15.74;-
Apr 12, 2020;7:00 AM;16;16;16;16;-;16;20.35;4.25;9.99;16;12.65;17.02;16;-
Apr 12, 2020;8:00 AM;14.06;14.06;14.06;14.06;-;14.06;28.95;4.48;9.52;14.06;11.35;16.23;14.06;-
Apr 12, 2020;9:00 AM;9.99;9.99;9.99;9.99;-;9.99;30.69;4.58;8.9;9.99;11.1;11.1;9.99;-
Apr 12, 2020;10:00 AM;5.18;5.18;5.18;5.18;-;5.18;31.16;4.48;7.7;5.18;8.47;10.37;5.18;-
Apr 12, 2020;11:00 AM;4.93;4.93;4.93;4.93;-;4.93;30.57;4.2;6.64;4.93;5;10.07;4.93;-
Apr 12, 2020;12:00 PM;4.98;4.98;4.98;4.98;-;4.98;29.76;3.8;4.28;4.98;2.48;6.42;4.98;-
Apr 12, 2020;1:00 PM;1.84;1.84;1.84;1.84;-;1.84;28.51;2.97;-5.25;1.84;-3.59;2.95;1.84;-
Apr 12, 2020;2:00 PM;0;0;0;0;-;0;27.34;2.16;-8.12;0;-5.75;1.45;0;-
Apr 12, 2020;3:00 PM;0.17;0.17;0.17;0.17;-;0.17;25.57;2.22;-5.16;0.17;-2.65;4.35;0.17;-
Apr 12, 2020;4:00 PM;3;3;3;3;-;3;27.03;3;6.02;3;5;6.42;3;-
Apr 12, 2020;5:00 PM;4.14;4.14;4.14;4.14;-;4.14;27.44;3.67;11.67;6.99;10.77;12.95;4.14;-
Apr 12, 2020;6:00 PM;18.13;6.3;18.13;9.26;-;22.59;29.77;4.03;18.69;18.13;20.74;23.75;18.13;-
Apr 12, 2020;7:00 PM;25.17;4.1;25.17;16.98;-;29.31;33.15;4.1;22.36;28;24.91;34.83;25.17;-
Apr 12, 2020;8:00 PM;24.82;4.21;24.82;18.97;-;28.41;35.61;4.21;23.93;31.99;28.92;39.3;23.84;-
Apr 12, 2020;9:00 PM;21.97;4.3;21.97;21.81;-;22.06;33.47;4.3;22.31;23.1;24.73;30;21.97;-
Apr 12, 2020;10:00 PM;19.5;3.82;19.5;19.5;-;19.5;30.55;3.82;19.68;19.5;22;23.85;19.5;-
Apr 12, 2020;11:00 PM;8.2;3.43;8.2;8.2;-;8.2;24.13;3.43;17.78;8.2;19.8;19.8;8.2;-
Apr 13, 2020;12:00 AM;10.34;2.9;2.9;10.34;-;10.34;19.67;2.9;8.99;10.34;6.5;6.5;10.34;-
Apr 13, 2020;1:00 AM;0.07;0.07;0.07;0.07;-;0.07;15.42;1.65;7.25;0.07;0.1;2.49;0.07;-
Apr 13, 2020;2:00 AM;1.72;1.72;1.72;1.72;-;1.72;14.51;1.72;4.91;1.72;-2.99;1.04;1.72;-
Apr 13, 2020;3:00 AM;0.77;0.77;0.77;0.77;-;0.77;14.11;1.24;1.79;0.77;-2.99;1.04;0.77;-
Apr 13, 2020;4:00 AM;0.02;0.02;0.02;0.02;-;0.02;13.61;1.4;0.75;0.02;-3.99;3.08;0.02;-
Apr 13, 2020;5:00 AM;-0.09;-0.09;-0.09;-0.09;-;-0.09;13.19;1.44;1.4;-0.09;-4;3.1;-0.09;-
Apr 13, 2020;6:00 AM;-2.35;-2.35;-2.35;-2.35;-;-2.35;13.16;1.67;1.93;-2.35;-20;3.08;-2.35;-
Apr 13, 2020;7:00 AM;-5;-5;-5;-5;-;-5;16.04;1.83;0.35;12;-3.99;9.21;-5;-
Apr 13, 2020;8:00 AM;-5.91;-5.91;-5.91;-5.91;-;-5.91;23.49;1.93;-0.09;10;-10.26;13.09;-5.91;-
Apr 13, 2020;9:00 AM;-4.94;-3.97;-3.97;-4.6;-;-3.64;26.35;2.12;-0.03;10;-23.8;13.34;-4.81;-
Apr 13, 2020;10:00 AM;-5.09;-5.09;-5.09;-4.75;-;-4.02;26.37;2.21;-1.11;5.02;-25;10.42;-4.96;-
Apr 13, 2020;11:00 AM;-19.91;-15.02;-15.02;-0.02;-;-15.02;26.02;2.11;-5.09;15;-30;6.21;-15.29;-
Apr 13, 2020;12:00 PM;-55.62;-25;-25;0.01;-;-25;22.95;2.03;-13.97;13.65;-29;3.56;-40.78;-
Apr 13, 2020;1:00 PM;-70.1;-33.59;-33.59;-14.65;-;-33.59;21.59;1.96;-39.77;5.04;-30;3.08;-56.41;-
Apr 13, 2020;2:00 PM;-78;-48.2;-42.66;-25.09;-;-78;16.48;1.87;-54.28;1.3;-35;3.06;-67.18;-
Apr 13, 2020;3:00 PM;-78.15;-55.77;-42.1;-75.82;-;-79.19;13.83;1.76;-55.35;0;-33;3.07;-77.68;-
Apr 13, 2020;4:00 PM;-74.97;-30.04;-30.04;-66.47;-;-30.04;13.72;1.84;-46.87;3;-28.3;5.07;-71.02;-
Apr 13, 2020;5:00 PM;-39.94;-7.26;-7.26;-32.64;-;-7.26;16.49;2.35;-20.41;10;-20.43;8.79;-36.85;-
Apr 13, 2020;6:00 PM;-1.77;-1.77;-1.77;2.47;-;17;23.87;3.01;0.53;15.2;0;15.84;0;-
Apr 13, 2020;7:00 PM;11.21;11.21;11.21;13.13;-;19;28.37;3.89;8.57;26.22;12;33;11.98;-
Apr 13, 2020;8:00 PM;9.76;9.76;9.76;14.37;-;28.52;33.72;4.51;10.01;33;12.82;38.92;11.62;-
Apr 13, 2020;9:00 PM;6.45;6.45;6.45;10.04;-;21.13;33.7;4.63;9.19;25.1;11;26.47;7.9;-
Apr 13, 2020;10:00 PM;9.29;4.38;9.29;14.74;-;31.92;33.07;4.38;8.44;15;9;20.71;10.73;-
Apr 13, 2020;11:00 PM;9.02;4.13;9.02;13.59;-;27.73;27.58;4.13;5.95;10.78;5.5;13.59;10.78;-
Apr 14, 2020;12:00 AM;3.79;3.79;3.79;10;-;27;27.23;3.79;8.04;3.79;10.67;10.67;3.79;-
Apr 14, 2020;1:00 AM;4.4;4.11;4.4;8.23;-;21.8;24.39;4.11;7.41;4.4;9.1;9.1;4.4;-
Apr 14, 2020;2:00 AM;3.9;3.9;3.9;7.92;-;18.5;23.06;3.81;8.05;4.57;8.41;8.41;4.57;-
Apr 14, 2020;3:00 AM;3.96;3.96;3.96;6.76;-;17.82;21.27;3.86;8.6;4.36;8.06;8.06;4.36;-
Apr 14, 2020;4:00 AM;4.6;4.6;4.6;7.38;-;18.1;23.03;4.49;10.02;5.71;8.82;8.82;5.71;-
Apr 14, 2020;5:00 AM;15.88;15.88;15.88;8.96;-;15.88;24.84;4.69;13.32;15.88;15.8;15.8;15.88;-
Apr 14, 2020;6:00 AM;25.24;25.24;25.24;14.01;-;25.24;31.4;24.63;23.66;25.24;24.75;26.99;25.24;-
Apr 14, 2020;7:00 AM;32.74;32.74;32.74;18.76;-;32.74;33.56;32.74;24.7;31.7;30.26;37.43;31.7;-
Apr 14, 2020;8:00 AM;31.14;31.14;31.14;21.13;-;32;36.07;31.14;24.73;31.7;28.25;42.06;30.24;-
Apr 14, 2020;9:00 AM;23.68;23.68;23.68;17.45;-;23.68;35.57;23.68;23.73;31.5;27.2;39.95;23.68;-
Apr 14, 2020;10:00 AM;21.86;21.8;21.86;12.1;-;21.8;32.81;21.8;21.05;28.08;21.37;30.68;21.86;-
Apr 14, 2020;11:00 AM;19.73;19.33;19.73;11.76;-;19.33;34.31;19.33;18.37;27.44;26.99;27.65;19.73;-
Apr 14, 2020;12:00 PM;17.13;16.72;17.13;17.13;-;17.13;34.74;16.72;16.17;26.15;24.49;24.49;17.13;-
Apr 14, 2020;1:00 PM;16.12;15.73;16.12;11.6;-;19.1;35.04;15.73;15.52;24;15.5;20.74;16.12;-
Apr 14, 2020;2:00 PM;13.54;4.86;13.54;13.54;-;13.54;33.13;4.86;14.31;24;12.5;21.93;13.54;-
Apr 14, 2020;3:00 PM;15.03;4.79;15.03;0;-;13.66;31.61;4.79;15.41;26.1;12.5;22.53;15.03;-
Apr 14, 2020;4:00 PM;19.1;4.76;19.1;0.02;-;17.37;31.41;4.76;18.22;26.1;15.43;24.43;19.1;-
Apr 14, 2020;5:00 PM;23.15;4.81;23.15;3.72;-;22.24;31.71;4.81;22.5;26.4;24.98;24.98;23.15;-
Apr 14, 2020;6:00 PM;26.82;4.86;26.82;10.76;-;26.01;32.55;26.18;25.83;26.23;26.99;26.99;25.9;-
Apr 14, 2020;7:00 PM;33.38;4.88;33.38;17.82;-;33.38;37.34;32.58;26.06;31.5;34.98;34.98;31.5;-
Apr 14, 2020;8:00 PM;39.91;4.87;39.91;14.08;-;39.91;38.95;38.95;27.66;37.6;38.18;38.18;37.6;-
Apr 14, 2020;9:00 PM;31.45;4.78;31.45;14.45;-;34.9;36.9;30.69;27.76;28.99;30.78;30.78;28.99;-
Apr 14, 2020;10:00 PM;26.77;4.62;4.62;19.88;-;26.51;41.82;4.62;25.39;25.92;27.08;27.08;25.92;-
Apr 14, 2020;11:00 PM;24.28;4.37;4.37;20.69;-;24.16;33.04;4.37;22.16;23.74;22.98;22.98;23.74;-
Apr 15, 2020;12:00 AM;19.87;4.03;4.03;19.87;-;19.87;29.47;4.03;20.63;19.87;20.6;20.6;19.87;-
Apr 15, 2020;1:00 AM;17.08;3.77;3.77;17.08;-;17.08;22.46;3.77;19.05;17.08;18.28;18.28;17.08;-
Apr 15, 2020;2:00 AM;17;3.62;3.62;16.01;-;17.54;20.86;3.62;17.5;16.8;16.88;16.88;16.8;-
Apr 15, 2020;3:00 AM;16.37;3.62;3.62;14.89;-;17.16;17.57;3.62;17.19;16.09;16.8;16.8;16.09;-
Apr 15, 2020;4:00 AM;16.57;3.83;3.83;11.94;-;19.12;18.11;3.83;17.28;16.57;16.88;16.88;16.57;-
Apr 15, 2020;5:00 AM;19.1;4.18;4.18;12.61;-;21.58;20.07;4.18;19.94;19.1;18.68;18.99;19.1;-
Apr 15, 2020;6:00 AM;25.15;4.74;6.01;14.24;-;30.07;29.55;4.74;25.08;24.98;26;26.21;24.98;-
Apr 15, 2020;7:00 AM;26.09;5.21;26.09;15.34;-;28.49;30.67;5.21;26.16;26;29.5;33.96;26;-
Apr 15, 2020;8:00 AM;24.99;7.74;24.99;16.9;-;27.29;32.94;7.74;26.4;24.99;25.99;31;24.99;-
Apr 15, 2020;9:00 AM;21.2;5.27;21.2;16.7;-;23.72;33.76;5.27;19.9;21.2;20.85;25.17;21.2;-
Apr 15, 2020;10:00 AM;14.29;5.04;14.29;14.29;-;18.4;32.95;5.04;16.05;14.77;17;22.01;14.77;-
Apr 15, 2020;11:00 AM;14.16;4.9;4.9;14.16;-;14.16;31.47;4.9;12.6;14.16;16;16.78;14.16;-
Apr 15, 2020;12:00 PM;8.07;4.81;4.81;12.26;-;17.82;31.15;4.81;11.23;19.1;16;16;14.51;-
Apr 15, 2020;1:00 PM;8;4.7;4.7;8;-;8;30.92;4.7;9.07;16.66;14.17;14.17;8;-
Apr 15, 2020;2:00 PM;4.46;4.46;4.46;6.36;-;9.3;29.6;4.46;7.93;11.13;10.67;13.43;6;-
Apr 15, 2020;3:00 PM;8.05;4.56;4.56;8.05;-;8.05;29.61;4.56;7.65;9.85;12.27;15.03;8.05;-
Apr 15, 2020;4:00 PM;12.13;4.56;4.56;12.13;-;12.13;28.53;4.56;9.76;12.13;15;20.45;12.13;-
Apr 15, 2020;5:00 PM;21.85;4.65;21.85;12.19;-;20.81;29.45;4.65;20.57;21.85;20.35;29.07;21.85;-
Apr 15, 2020;6:00 PM;27.34;4.73;27.34;14.47;-;26.42;29.88;4.73;25.7;27;26.01;37.02;27;-
Apr 15, 2020;7:00 PM;37.84;4.74;37.84;17.01;-;37.05;36.01;4.74;26.19;35.76;35.2;47.93;35.76;-
Apr 15, 2020;8:00 PM;41.91;4.73;35.36;18.01;-;40.55;36.03;4.73;27.59;40.07;39.07;52.97;40.07;-
Apr 15, 2020;9:00 PM;31.34;4.65;31.34;16.93;-;30.7;32.93;4.65;27.08;31.86;31.48;37.94;29.43;-
Apr 15, 2020;10:00 PM;26.25;4.42;4.42;19.74;-;25.82;32.39;4.42;26.01;26.76;27.08;32.21;26;-
Apr 15, 2020;11:00 PM;24.99;4;4;18.27;-;24.33;26.15;4;23.39;24.99;25;25;24.99;-
Apr 16, 2020;12:00 AM;20.81;3.4;3.4;14.06;-;20.1;21.9;3.4;19.86;20.81;20.95;23.13;20.81;-
Apr 16, 2020;1:00 AM;20.61;3.21;3.21;12.07;-;19.84;17.62;3.21;19.09;20.61;19.5;19.5;20.61;-
Apr 16, 2020;2:00 AM;21.02;3.14;3.14;10.66;-;19.82;16.51;3.14;18.87;21.02;18.89;18.89;21.02;-
Apr 16, 2020;3:00 AM;21.1;3.16;3.16;9.2;-;19.75;16.05;3.16;18.87;21.1;18.78;18.78;21.1;-
Apr 16, 2020;4:00 AM;21.1;3.33;3.33;7.96;-;19.85;16.46;3.33;19.38;21.1;19.39;19.39;21.1;-
Apr 16, 2020;5:00 AM;23.73;3.74;3.74;8.89;-;22.27;20.01;3.74;22.15;23.73;22;24.23;23.73;-
Apr 16, 2020;6:00 AM;26.96;4.53;25.64;10.2;-;22.65;28.57;4.53;27.89;26.17;28.98;30.63;26.17;-
Apr 16, 2020;7:00 AM;35.01;13.24;35.01;11.86;-;33.31;31.13;4.98;27.42;33.38;33;35.53;33.38;-
Apr 16, 2020;8:00 AM;30.98;29.27;30.98;14.23;-;29.27;30.82;7.94;27.4;30.9;29.6;32.54;30.9;-
Apr 16, 2020;9:00 AM;25;22.15;25;14.27;-;24.03;31.19;5.38;25.84;25;24.21;28.65;25;-
Apr 16, 2020;10:00 AM;21.5;15.1;21.5;11.77;-;20.65;31.22;5.13;19.03;21.5;19.78;24.52;21.5;-
Apr 16, 2020;11:00 AM;19.49;4.96;19.49;12.98;-;18.93;31.21;4.96;17.85;19.49;19;21.91;19.49;-
Apr 16, 2020;12:00 PM;16.23;4.91;16.23;15.1;-;16.13;31.19;4.91;16.58;20.89;17.13;20.69;16.23;-
Apr 16, 2020;1:00 PM;15.29;4.89;15.29;12;-;14.89;31.21;4.89;15.13;17.44;15.13;16.06;15.29;-
Apr 16, 2020;2:00 PM;15.1;4.85;15.1;12;-;14.73;31.2;4.85;14.12;15.1;14.87;15.27;15.1;-
Apr 16, 2020;3:00 PM;16.29;4.78;16.29;11.73;-;15.77;29.84;4.78;16.91;18;17.05;17.05;16.29;-
Apr 16, 2020;4:00 PM;19.32;4.83;19.32;11.39;-;18.63;28.51;4.83;18.35;20;20.24;20.24;19.32;-
Apr 16, 2020;5:00 PM;24.99;19.9;24.99;10;-;19.9;28.48;4.8;25.33;24.99;26.28;26.28;24.99;-
Apr 16, 2020;6:00 PM;29.34;28;29.34;13;-;28;31.6;28.63;26.06;27.47;32.09;32.64;27.47;-
Apr 16, 2020;7:00 PM;46.39;35;46.39;14.4;-;35;44.03;44.03;26.96;41.09;40.9;40.9;41.09;-
Apr 16, 2020;8:00 PM;53.25;38.1;53.25;14.73;-;38.1;41.06;41.06;27.45;46.56;41.67;43.27;46.56;-
Apr 16, 2020;9:00 PM;33.37;32.37;33.37;16.56;-;32.37;36.84;32.57;28.05;31.19;32.52;35.18;31.19;-
Apr 16, 2020;10:00 PM;27.01;26.24;27.01;17.34;-;26.24;43.95;14;27.45;25.98;28.31;30.43;25.98;-
Apr 16, 2020;11:00 PM;23.71;20.09;23.71;16;-;20.09;40.4;12.36;25;23.71;25.38;25.67;23.71;-
Apr 17, 2020;12:00 AM;22.08;21.67;21.55;15.22;-;21.67;37.52;21.55;22.02;22.08;22.2;22.2;22.08;-
Apr 17, 2020;1:00 AM;21.58;21.11;21.11;13.4;-;21.11;36.34;21.06;21.09;21.58;21.09;21.09;21.58;-
Apr 17, 2020;2:00 AM;21.06;20.14;20.14;12.39;-;20.14;32.61;20.14;21.04;22.47;21.21;21.21;21.08;-
Apr 17, 2020;3:00 AM;21.99;21.3;21.3;10.22;-;21.3;33.7;20.07;21.25;21.99;21.11;21.11;21.99;-
Apr 17, 2020;4:00 AM;22.44;21.3;21.3;9.55;-;21.3;31.85;21.3;21.7;22.45;21.89;21.89;22.45;-
Apr 17, 2020;5:00 AM;24.41;23.78;23.82;10.18;-;21.57;31.67;23.82;24.03;24.41;24;24;24.41;-
Apr 17, 2020;6:00 AM;32.93;32.93;32.93;11.84;-;21.3;34.14;32.93;26.57;31.95;29.28;29.28;29.95;-
Apr 17, 2020;7:00 AM;47.84;47.84;47.84;12;-;23.65;47.84;47.84;26.08;43.09;37.98;37.98;43.09;-
Apr 17, 2020;8:00 AM;44.81;44.81;44.81;12.17;-;36.11;44.81;44.81;25.95;41.31;34.94;34.94;41.31;-
Apr 17, 2020;9:00 AM;26.41;26.41;26.41;15;-;25.77;38.12;26.41;25.09;33.57;29.11;29.11;26.41;-
Apr 17, 2020;10:00 AM;24.9;24.9;24.9;14.91;-;24;38.52;24.9;22.67;29.85;23.5;23.5;24.9;-
Apr 17, 2020;11:00 AM;23.87;23.87;23.87;15.48;-;20.2;36.47;23.87;21.81;26.6;21.51;21.51;23.87;-
Apr 17, 2020;12:00 PM;20.44;20.44;20.44;16.05;-;20;33.99;20.44;20.05;25.77;20.5;20.5;20.44;-
Apr 17, 2020;1:00 PM;18.07;18.07;18.07;15.61;-;17.81;33.84;18.07;18.33;25.2;19.3;19.3;18.07;-
Apr 17, 2020;2:00 PM;18.54;18.54;18.54;14;-;18.06;30.1;18.54;18.09;25;18.59;18.59;18.54;-
Apr 17, 2020;3:00 PM;21.87;21.87;21.87;11.93;-;16.24;30.04;21.87;18.51;25.28;19.92;19.92;21.87;-
Apr 17, 2020;4:00 PM;21.75;21.75;21.75;11.51;-;15.57;29.44;21.75;20.53;25.71;21.21;21.21;21.75;-
Apr 17, 2020;5:00 PM;25.15;25.15;25.15;11.81;-;19.2;31.94;25.15;23.82;27.1;27;27;25.15;-
Apr 17, 2020;6:00 PM;36.76;36.76;36.76;13.93;-;32.62;36.76;36.76;26.42;33.41;32.74;32.74;33.41;-
Apr 17, 2020;7:00 PM;48.75;48.75;48.75;15.55;-;37.82;48.75;48.75;26.45;43.38;41.11;42.02;43.38;-
Apr 17, 2020;8:00 PM;42.77;39.45;42.77;14.82;-;35.6;42.77;42.77;27;38.85;42;44.09;38.85;-
Apr 17, 2020;9:00 PM;32.38;32.38;32.38;17.71;-;31.67;34.16;32.38;27.26;30.67;30.75;36.96;30.19;-
Apr 17, 2020;10:00 PM;24.92;24.78;24.92;21.47;-;24.78;35.72;24.92;23.7;26.21;26.37;33.53;24.92;-
Apr 17, 2020;11:00 PM;20.76;20.76;20.76;20.76;-;20.76;31.58;20.76;20.12;26;23.48;25.59;20.76;-
Apr 18, 2020;12:00 AM;22.1;22.1;22.1;22.1;-;22.1;32.99;21.57;22.05;35.74;23.3;30.91;22.1;-
Apr 18, 2020;1:00 AM;20.13;20;20;18.15;-;20;33.02;20;21.9;28.1;21.89;23.7;20.13;-
Apr 18, 2020;2:00 AM;18.78;18.59;18.59;15.86;-;18.59;33.02;18.33;21.47;18.78;20.7;20.7;18.78;-
Apr 18, 2020;3:00 AM;18.1;17.94;17.94;16.24;-;17.94;32.7;17.66;21.06;18.1;20.1;20.1;18.1;-
Apr 18, 2020;4:00 AM;18.55;17.98;18.11;10.06;-;17.98;34.5;18.11;20.22;18.55;20.6;20.6;18.55;-
Apr 18, 2020;5:00 AM;19.07;18.45;18.61;9.89;-;18.45;34.15;18.61;20.71;19.07;21;21;19.07;-
Apr 18, 2020;6:00 AM;21.62;21.14;21.14;14.21;-;21.14;32.99;21.1;21.16;21.62;21.44;21.96;21.62;-
Apr 18, 2020;7:00 AM;23.82;23.24;23.25;14.63;-;23.24;34.8;23.25;22.02;23.82;23.99;25.17;23.82;-
Apr 18, 2020;8:00 AM;23.87;23.87;23.87;16.29;-;23.87;35.91;23.87;22.55;23.87;24.31;25.95;23.87;-
Apr 18, 2020;9:00 AM;24.33;24.33;24.33;14.2;-;24.49;39.64;24.33;21.75;25.65;22.48;25.36;24.33;-
Apr 18, 2020;10:00 AM;17.3;17.3;17.3;15.23;-;18.49;34.75;17.3;18.04;21.1;18.51;18.9;17.3;-
Apr 18, 2020;11:00 AM;16.63;16.63;16.63;16.63;-;16.63;33.84;16.63;15.94;24.99;18;18;16.63;-
Apr 18, 2020;12:00 PM;16.8;16.8;16.8;16.8;-;16.8;31.76;16.8;14.84;19.34;17;17;16.8;-
Apr 18, 2020;1:00 PM;12.84;12.84;12.84;12.84;-;12.84;32.76;12.84;12.5;14.12;14.54;14.54;12.84;-
Apr 18, 2020;2:00 PM;12.32;12.32;12.32;12.32;-;12.32;31.39;12.32;10.43;12.32;13.99;14.18;12.32;-
Apr 18, 2020;3:00 PM;12.77;12.77;12.77;12.77;-;12.77;31.79;12.77;11.45;16.22;14.99;17.4;12.77;-
Apr 18, 2020;4:00 PM;15.05;15.05;15.05;13.74;-;15.77;30.85;15.05;14.88;21.07;16.5;23.05;15.05;-
Apr 18, 2020;5:00 PM;24.13;24.13;24.13;10.35;-;27.49;31.02;24.13;18.77;26.55;19.7;28.14;24.13;-
Apr 18, 2020;6:00 PM;25.99;25.99;25.99;12.98;-;26.12;31.05;25.99;23.92;31.35;25.75;37.91;25.99;-
Apr 18, 2020;7:00 PM;29.42;29.42;29.42;14.59;-;32.18;31.05;29.42;23.98;38;28.6;47.91;26.9;-
Apr 18, 2020;8:00 PM;28.66;28.66;28.66;14.86;-;28.66;43.18;28.66;24.46;38.47;28.73;50.92;26.46;-
Apr 18, 2020;9:00 PM;23.81;23.81;23.81;19.31;-;26.34;33.27;23.81;22.82;35.74;24.18;39.93;23.81;-
Apr 18, 2020;10:00 PM;21.16;21.16;21.16;21.16;-;25;33.15;21.16;22.31;29.33;22.13;31.54;21.16;-
Apr 18, 2020;11:00 PM;18.38;18.38;18.38;18.8;-;20.95;32.01;17.94;19.31;25.65;19.14;24.03;18.38;-
Apr 19, 2020;12:00 AM;16.51;16.51;16.51;16.51;-;17.84;24.56;16.05;15.71;17.2;16.89;26.99;16.63;-
Apr 19, 2020;1:00 AM;13.71;13.71;13.71;15;-;22.22;22.94;7.62;14.35;14.35;13.5;18.67;14.35;-
Apr 19, 2020;2:00 AM;12.12;12.12;12.12;13.45;-;19.6;19.85;7.16;12.22;12.75;11.59;15.92;12.75;-
Apr 19, 2020;3:00 AM;9.3;9.3;9.3;9.3;-;17.4;18.38;9.08;10.02;10.11;11;13.96;10.11;-
Apr 19, 2020;4:00 AM;10.98;10.98;10.98;10.98;-;10.98;18.34;10.72;9;10.98;11;13.08;10.98;-
Apr 19, 2020;5:00 AM;11.31;11.31;11.31;11.31;-;11.31;17.6;11.31;8.7;11.31;10.59;12.93;11.31;-
Apr 19, 2020;6:00 AM;11.66;11.66;11.66;11.66;-;11.66;17.89;6.56;8.52;11.66;9.3;12.37;11.66;-
Apr 19, 2020;7:00 AM;11.15;11.15;11.15;11.16;-;11.15;22.09;11.15;8.82;11.16;11;16.59;11.15;-
Apr 19, 2020;8:00 AM;14.01;14.01;14.35;14.01;-;14.01;25.06;14.35;8.69;17.1;11.73;20;14.01;-
Apr 19, 2020;9:00 AM;12.47;12.47;12.78;12.47;-;12.47;28.59;12.78;7.17;17.1;10.89;13.74;12.47;-
Apr 19, 2020;10:00 AM;10.88;10.88;11.15;10.88;-;10.88;30.32;11.15;5.59;17.1;10;15.52;10.88;-
Apr 19, 2020;11:00 AM;8.39;8.39;8.6;8.39;-;8.39;31.21;8.6;5.25;17.79;10;13.05;8.39;-
Apr 19, 2020;12:00 PM;9.21;9.21;9.21;9.21;-;9.21;31.34;9.21;4.04;16;6;11;9.21;-
Apr 19, 2020;1:00 PM;0.03;0.03;4.44;0.03;-;0.03;32.65;4.44;-1.92;10;-1;6.2;0.03;-
Apr 19, 2020;2:00 PM;-18.5;-4.59;4.26;-16.52;-;-10;31.78;4.26;-8.49;5.01;-6.57;6.04;-17.72;-
Apr 19, 2020;3:00 PM;-26;-2;4.24;-20.4;-;-2;30.02;4.24;-8.32;8.2;-9.08;6.62;-23.81;-
Apr 19, 2020;4:00 PM;-11.84;-2.07;4.38;-10.08;-;-2.07;27.45;4.38;-4.01;-11.03;-7.54;9.97;-11.03;-
Apr 19, 2020;5:00 PM;4.99;4.99;5.11;4.99;-;4.99;29.75;5.11;2.02;5.86;0.29;12.61;4.99;-
Apr 19, 2020;6:00 PM;11.2;11.2;15.18;11.2;-;11.2;30.87;15.18;11.21;28.1;12;29.18;11.2;-
Apr 19, 2020;7:00 PM;15.42;15.42;28.03;9.93;-;22;32.23;28.03;17.72;35.74;20;42.94;15.42;-
Apr 19, 2020;8:00 PM;15.59;15.59;37.16;11.8;-;32;37.16;37.16;18.37;46.49;21.1;46.6;16.56;-
Apr 19, 2020;9:00 PM;12.73;12.73;31.3;12.73;-;28;31.3;31.3;14.36;40;18.03;39.96;14.09;-
