Date;Time of day;Germany/Luxembourg[€/MWh];Denmark 1[€/MWh];Denmark 2[€/MWh];France[€/MWh];Northern Italy[€/MWh];Netherlands[€/MWh];Poland[€/MWh];Sweden 4[€/MWh];Switzerland[€/MWh];Slovenia[€/MWh];Czech Republic[€/MWh];Hungary[€/MWh];Austria[€/MWh];Germany/Austria/Luxembourg[€/MWh]
Jun 10, 2020;6:00 AM;29.41;29.41;29.41;27.67;-;29.2;50.46;24.26;31.43;29.41;31;32.07;29.41;-
Jun 10, 2020;7:00 AM;35.5;35.5;35.5;32.02;-;35.11;53.61;35.5;33.58;35.29;42.01;42.01;35.29;-
Jun 10, 2020;8:00 AM;42.15;42.15;42.15;34.32;-;41;58.96;42.15;34.69;41.54;49.63;49.63;41.54;-
Jun 10, 2020;9:00 AM;41.06;41.06;41.06;34.89;-;40.36;64.85;41.06;35.07;40.51;44.94;44.94;40.51;-
Jun 10, 2020;10:00 AM;40.4;40.4;40.4;34.05;-;39.68;63.24;40.4;34.35;39.58;44.95;45.92;39.58;-
Jun 10, 2020;11:00 AM;35.81;35.81;35.81;35;-;35.72;63.65;35.81;35.05;35.7;43.96;43.96;35.7;-
Jun 10, 2020;12:00 PM;34.9;34.9;34.9;34.9;-;34.9;63.92;34.9;33.38;34.9;40.39;41.09;34.9;-
Jun 10, 2020;1:00 PM;34.14;34.14;34.14;34.14;-;34.14;63.2;34.14;32.76;34.14;36.27;36.27;34.14;-
Jun 10, 2020;2:00 PM;32.4;32.4;32.4;32.4;-;32.4;63.94;32.4;31.11;32.4;32.8;33.63;32.4;-
Jun 10, 2020;3:00 PM;31.3;31.3;31.3;31.3;-;31.3;47.69;28.66;30.31;31.3;31.08;33.1;31.3;-
Jun 10, 2020;4:00 PM;30.24;30.24;30.24;30.24;-;30.24;47.25;23.84;29.44;30.24;30.83;34;30.24;-
Jun 10, 2020;5:00 PM;31.87;31.87;31.87;30.5;-;31.7;47.24;31.11;30.71;31.87;33.54;37.09;31.87;-
Jun 10, 2020;6:00 PM;33.77;33.77;33.77;33.77;-;33.77;47.29;30.58;32.88;33.77;34.57;34.7;33.77;-
Jun 10, 2020;7:00 PM;34.91;34.91;34.91;34.91;-;34.91;50.97;19.99;34.85;34.91;36.96;38.98;34.91;-
Jun 10, 2020;8:00 PM;33.05;33.05;33.05;33.05;-;33.05;47.42;11.66;32.9;33.05;34.44;35.96;33.05;-
Jun 10, 2020;9:00 PM;31.5;31.5;31.5;31.5;-;31.5;47;9.28;30.64;31.5;29.89;36.62;31.5;-
Jun 10, 2020;10:00 PM;31.45;31.45;31.45;31.45;-;31.45;50.4;6.05;29.03;31.45;27.44;33.98;31.45;-
Jun 10, 2020;11:00 PM;27.77;27.77;27.77;27.77;-;27.77;46.58;3.5;25.45;27.77;24.78;26.29;27.77;-
Jun 11, 2020;12:00 AM;26.06;26.06;26.06;26.06;-;26.06;41.51;1.5;24.66;26.06;24;26.66;26.06;-
Jun 11, 2020;1:00 AM;22.75;22.75;22.75;22.75;-;22.75;41.45;1.46;23.21;22.75;22.1;23.62;22.75;-
Jun 11, 2020;2:00 AM;21.07;21.07;21.07;21.07;-;21.07;41.45;1.43;21.7;21.07;21.28;21.34;21.07;-
Jun 11, 2020;3:00 AM;19.43;19.43;19.43;19.43;-;19.43;41.55;1.42;20.22;19.43;19.98;20.06;19.43;-
Jun 11, 2020;4:00 AM;18.96;18.96;18.96;18.96;-;18.96;41.34;1.42;20.27;18.96;19.5;20.15;18.96;-
Jun 11, 2020;5:00 AM;18.96;18.96;18.96;18.96;-;18.96;41.53;1.5;21.03;18.96;19.7;20.76;18.96;-
Jun 11, 2020;6:00 AM;21.56;21.56;21.56;21.56;-;21.56;41.32;4.33;23.59;21.56;22.97;24.41;21.56;-
Jun 11, 2020;7:00 AM;26.06;26.06;26.06;26.06;-;26.06;41.66;8.2;27.5;26.06;27.24;32.5;26.06;-
Jun 11, 2020;8:00 AM;30;30;30;30;-;30;48.09;9.86;30.84;30;29.49;31.08;30;-
Jun 11, 2020;9:00 AM;28.96;28.96;28.96;28.96;-;28.96;49.79;9.36;30.22;28.96;29.09;31.1;28.96;-
Jun 11, 2020;10:00 AM;26.06;26.06;26.06;26.06;-;26.06;49.46;8.87;28.04;26.06;28.07;30.52;26.06;-
Jun 11, 2020;11:00 AM;25.51;25.51;25.51;25.51;-;25.51;49.82;8.04;27.8;36.3;27.5;32.57;25.51;-
Jun 11, 2020;12:00 PM;23.89;23.89;23.89;23.89;-;23.89;48.47;6.76;26.37;38.7;26.4;32.24;23.89;-
Jun 11, 2020;1:00 PM;21.99;21.99;21.99;21.99;-;21.99;48.06;5.22;25.02;36.3;24.83;34;21.99;-
Jun 11, 2020;2:00 PM;20.5;20.5;20.5;20.5;-;20.5;48.04;5.08;24.21;45.01;22.96;28.38;20.5;-
Jun 11, 2020;3:00 PM;19.1;19.1;19.1;19.1;-;19.1;41.66;5.06;23.95;25.8;22.12;28.21;19.1;-
Jun 11, 2020;4:00 PM;19.28;19.28;19.28;19.28;-;19.28;41.68;4.84;24.07;25.8;22.83;25.43;19.28;-
Jun 11, 2020;5:00 PM;23.07;23.07;23.07;23.07;-;23.07;40.41;4.91;25.31;25.8;24.75;27.35;23.07;-
Jun 11, 2020;6:00 PM;26.08;26.08;26.08;26.08;-;26.08;41.67;4.94;29.46;36.3;27.4;33.09;26.08;-
Jun 11, 2020;7:00 PM;30.65;30.65;30.65;30.65;-;30.65;43.02;4.75;31.41;36.3;29.5;40.55;30.65;-
Jun 11, 2020;8:00 PM;30.17;30.17;30.17;30.17;-;30.17;42.36;3.93;31.19;30.17;29.59;47.5;30.17;-
Jun 11, 2020;9:00 PM;27.09;27.09;27.09;27.09;-;27.09;41.68;2.94;29.23;27.09;27.98;43.2;27.09;-
Jun 11, 2020;10:00 PM;26.51;26.51;26.51;26.51;-;26.51;41.67;2.15;27.24;26.51;25.65;30.37;26.51;-
Jun 11, 2020;11:00 PM;23.81;23.81;23.81;23.81;-;23.81;40.38;1.46;24.43;23.81;23.46;25.97;23.81;-
Jun 12, 2020;12:00 AM;20.72;20.72;20.72;20.72;-;20.72;41.72;0.95;22.58;20.72;21.41;24.47;20.72;-
Jun 12, 2020;1:00 AM;17.96;17.96;17.96;17.96;-;17.96;41.81;0.83;20.97;17.96;19.07;20.85;17.96;-
Jun 12, 2020;2:00 AM;17.09;17.09;17.09;17.09;-;17.09;41.75;0.71;19.76;17.09;18.01;19.09;17.09;-
Jun 12, 2020;3:00 AM;16.01;12.44;16.01;16.01;-;16.01;41.82;0.67;17.97;16.01;17.01;17.94;16.01;-
Jun 12, 2020;4:00 AM;16;12.48;16;16;-;16;41.88;0.72;17.94;16;16.71;18.09;16;-
Jun 12, 2020;5:00 AM;18.08;13.74;18.08;16.64;-;17.56;41.85;1.4;19.27;18.08;17.53;19.83;18.08;-
Jun 12, 2020;6:00 AM;22.92;20.2;22.92;19.14;-;20.2;44.78;2.46;22.74;22.92;22.49;27.2;22.92;-
Jun 12, 2020;7:00 AM;25.1;24.9;25.1;22.77;-;24.9;44.43;4.14;26.02;25.1;26.18;37.83;25.1;-
Jun 12, 2020;8:00 AM;26.01;26.01;26.01;26.01;-;26.01;44.05;4.75;28.52;26.01;27.88;44.47;26.01;-
Jun 12, 2020;9:00 AM;23.23;23.23;23.23;23.23;-;23.23;45.01;4.66;26.1;23.23;26.23;43.24;23.23;-
Jun 12, 2020;10:00 AM;21.07;21.07;21.07;21.07;-;21.07;45.67;4.31;23.65;21.07;23.4;38.27;21.07;-
Jun 12, 2020;11:00 AM;20.5;20.5;20.5;20.5;-;20.5;45.9;4.01;23.04;20.5;21.88;43.81;20.5;-
Jun 12, 2020;12:00 PM;19.45;19.45;19.45;19.45;-;19.45;48.19;3.73;21.44;19.45;19.52;40.06;19.45;-
Jun 12, 2020;1:00 PM;15.2;15.2;15.2;18.21;-;15.2;46.1;3.35;19.79;18.21;17.51;34.79;18.21;-
Jun 12, 2020;2:00 PM;16.19;16.19;16.19;17.71;-;16.19;45.67;3;19.15;18.3;16.58;30;18.3;-
Jun 12, 2020;3:00 PM;16.14;16.14;16.14;16.25;-;16.14;45.56;2.9;20.24;18.44;16.08;29.27;18.44;-
Jun 12, 2020;4:00 PM;17.4;17.4;17.4;17.4;-;17.4;45.64;2.93;19.63;18.64;17.51;33.42;18.64;-
Jun 12, 2020;5:00 PM;20.06;20.06;20.06;20.06;-;20.06;45.67;2.92;22.45;20.06;20.64;32.52;20.06;-
Jun 12, 2020;6:00 PM;23.53;23.53;23.53;23.53;-;23.53;45.62;2.77;24.82;23.53;24.21;36.82;23.53;-
Jun 12, 2020;7:00 PM;27.51;27.51;27.51;27.51;-;27.51;45.67;2.68;28.28;27.51;26.97;37.01;27.51;-
Jun 12, 2020;8:00 PM;26.22;26.22;26.22;26.22;-;26.22;45.67;2.32;27.02;26.22;26.25;41.19;26.22;-
Jun 12, 2020;9:00 PM;24.7;24.7;24.7;24.7;-;24.7;45.62;2.04;24.78;24.7;23.87;38.05;24.7;-
Jun 12, 2020;10:00 PM;25.46;25.46;25.46;25.46;-;25.46;43.19;1.48;23.91;25.46;22.63;34;25.46;-
Jun 12, 2020;11:00 PM;20.78;20.78;20.78;23;-;24.26;40.5;1.42;22.36;23;20.22;26.63;21.25;-
Jun 13, 2020;12:00 AM;20.98;20.98;20.98;20.98;-;20.98;41.36;1.4;21.56;20.98;20.8;43.63;20.98;-
Jun 13, 2020;1:00 AM;19.44;19.44;19.44;19.44;-;19.44;41.36;1.21;20.07;19.44;18.09;30.05;19.44;-
Jun 13, 2020;2:00 AM;18.7;18.7;18.7;18.7;-;18.7;41.5;1.12;19.03;18.7;17.01;23.32;18.7;-
Jun 13, 2020;3:00 AM;18.8;18.8;18.8;18.8;-;18.8;41.51;1.03;18.09;18.8;16.39;21.51;18.8;-
Jun 13, 2020;4:00 AM;19;19;19;19;-;19;41.52;1.02;17.9;19;16.2;19.98;19;-
Jun 13, 2020;5:00 AM;18.9;18.9;18.9;18.9;-;18.9;41.3;1.16;17.96;18.9;15.71;19.89;18.9;-
Jun 13, 2020;6:00 AM;19.33;19.33;19.33;19.33;-;19.33;39.64;1.41;18.54;19.33;16.09;24.91;19.33;-
Jun 13, 2020;7:00 AM;19.86;19.86;19.86;19.86;-;19.86;40.39;1.48;19.53;19.86;17.53;35.09;19.86;-
Jun 13, 2020;8:00 AM;20;20;20;20;-;20;40.33;2.09;21.14;20;20.69;31.92;20;-
Jun 13, 2020;9:00 AM;19.1;19.1;19.1;19.1;-;19.1;46.53;2.81;20.66;19.1;20.17;33.91;19.1;-
Jun 13, 2020;10:00 AM;18.5;18.5;18.5;18.5;-;18.5;48.45;2.46;19.15;18.5;18.47;30.04;18.5;-
Jun 13, 2020;11:00 AM;18.11;18.11;18.11;18.11;-;18.11;48.51;2.22;18.77;18.11;18.38;30.09;18.11;-
Jun 13, 2020;12:00 PM;16.47;15;16.47;18.98;-;15;47.78;2.01;18.34;18.98;16.37;29.07;17.03;-
Jun 13, 2020;1:00 PM;16.25;14.9;16.25;18.5;-;14.9;44.84;1.87;16.09;16.73;14.59;23.64;16.73;-
Jun 13, 2020;2:00 PM;15.89;15.3;15.89;16.81;-;15.3;40.29;1.68;15.68;16.3;13.6;22;16.07;-
Jun 13, 2020;3:00 PM;15.84;15.84;15.84;15.84;-;15.84;41.27;1.51;15.36;15.84;14.04;26.47;15.84;-
Jun 13, 2020;4:00 PM;17.5;17.5;17.5;17.5;-;17.5;41.22;1.61;16.92;17.5;15.9;31.23;17.5;-
Jun 13, 2020;5:00 PM;18.5;18.5;18.5;18.5;-;18.5;40.15;1.97;19.59;18.5;17.8;34.08;18.5;-
Jun 13, 2020;6:00 PM;21.93;21.93;21.93;21.93;-;21.93;40.23;2.15;23.08;21.93;21.74;36.41;21.93;-
Jun 13, 2020;7:00 PM;24.87;24.87;24.87;24.87;-;24.87;41.22;1.81;25.92;24.87;24;33.09;24.87;-
Jun 13, 2020;8:00 PM;25.96;25.96;25.96;25.96;-;25.96;41.28;1.47;26.93;25.96;24.86;41.05;25.96;-
Jun 13, 2020;9:00 PM;24.42;24.42;24.42;24.42;-;24.42;49.81;1.41;25.88;24.42;24.05;45.75;24.42;-
Jun 13, 2020;10:00 PM;24.85;24.85;24.85;24.85;-;24.85;48.48;1.22;25.5;24.85;23;37.18;24.85;-
Jun 13, 2020;11:00 PM;23.06;23.06;23.06;25.37;-;28.15;41.59;1.14;23.69;23.06;21.24;28.66;23.06;-
Jun 14, 2020;12:00 AM;18.53;1.23;18.53;23.35;-;38.88;41.23;1.23;21.05;23.35;19.96;36.82;20.36;-
Jun 14, 2020;1:00 AM;16.8;0.98;3.96;20.64;-;32.78;39.55;0.98;17.64;18.06;19.39;26.91;18.06;-
Jun 14, 2020;2:00 AM;14.91;0.79;3.33;19.03;-;32.42;38.21;0.79;16.52;16.44;17.8;22.61;16.44;-
Jun 14, 2020;3:00 AM;13.82;0.5;3.7;16.44;-;24.9;37.34;0.5;13.64;14.79;16.09;23.02;14.79;-
Jun 14, 2020;4:00 AM;14.84;0.45;14.84;15.34;-;16.94;30.33;0.45;12.7;15.02;15.29;20.11;15.02;-
Jun 14, 2020;5:00 AM;14.04;0.8;14.04;15.44;-;19.98;25.84;0.8;12.71;14.56;15.09;15.96;14.56;-
Jun 14, 2020;6:00 AM;14.94;1.22;14.94;14.94;-;14.94;35.57;1.22;11.78;14.94;12.09;15.3;14.94;-
Jun 14, 2020;7:00 AM;15.3;1.66;15.3;15.3;-;15.3;38.74;1.66;14.05;15.3;12.89;16.53;15.3;-
Jun 14, 2020;8:00 AM;15;15;15;15;-;15;40.21;3.87;17.56;15;13.25;16.12;15;-
Jun 14, 2020;9:00 AM;18.54;6.7;18.54;18.54;-;18.54;41.38;4.63;18.33;18.54;16.13;17.93;18.54;-
Jun 14, 2020;10:00 AM;19.07;4.71;19.07;19.07;-;19.07;41.38;4.71;17.88;19.07;18.38;21;19.07;-
Jun 14, 2020;11:00 AM;20.74;4.53;20.74;20.74;-;20.74;41.4;4.53;18.03;20.74;19.5;21.83;20.74;-
Jun 14, 2020;12:00 PM;19.73;4.21;19.73;19.73;-;19.73;41.4;4.21;17.26;19.73;16.65;20.59;19.73;-
Jun 14, 2020;1:00 PM;17.97;3.94;17.97;17.97;-;17.97;41.4;3.94;15.86;17.97;13.5;15.83;17.97;-
Jun 14, 2020;2:00 PM;15.14;4.05;15.14;15.14;-;15.14;41.64;4.05;13.96;15.14;13.52;13.52;15.14;-
Jun 14, 2020;3:00 PM;14.49;14.49;14.49;14.49;-;14.49;41.63;4.4;13.77;14.49;14.78;14.78;14.49;-
Jun 14, 2020;4:00 PM;14.8;14.8;14.8;14.8;-;14.8;41.65;4.43;14.72;14.8;16;16;14.8;-
Jun 14, 2020;5:00 PM;17.7;17.7;17.7;17.7;-;17.7;41.4;4.77;17.2;17.7;18;21.59;17.7;-
Jun 14, 2020;6:00 PM;21.08;21.08;21.08;21.08;-;21.08;41.66;5.32;20.81;21.08;21;26.07;21.08;-
Jun 14, 2020;7:00 PM;23.8;23.8;23.8;23.8;-;23.8;43.81;7.53;23.02;23.8;23.2;30.61;23.8;-
Jun 14, 2020;8:00 PM;25.97;25.97;25.97;25.97;-;25.97;42.71;4.78;24.06;25.97;24.2;34.82;25.97;-
Jun 14, 2020;9:00 PM;25.87;25.87;25.87;25.87;-;25.87;42.07;4.45;24.09;25.87;24.3;43.24;25.87;-
Jun 14, 2020;10:00 PM;27.91;27.91;27.91;27.91;-;27.91;41.77;3.95;24.06;27.91;24.8;37.23;27.91;-
Jun 14, 2020;11:00 PM;23.17;23.17;23.17;26.01;-;36.75;40.04;3.2;22.65;23.17;24;25.48;23.17;-
Jun 15, 2020;12:00 AM;23.07;23.07;23.07;23.07;-;23.07;41.58;2.53;21.6;23.07;22.58;24.01;23.07;-
Jun 15, 2020;1:00 AM;20.65;20.65;20.65;20.65;-;20.65;41.56;1.49;19.01;20.65;20.5;20.5;20.65;-
Jun 15, 2020;2:00 AM;19.06;19.06;19.06;19.06;-;19.06;41.56;1.46;17.76;19.06;17.29;18.94;19.06;-
Jun 15, 2020;3:00 AM;18.02;18.02;18.02;18.02;-;18.02;41.56;1.45;16.41;18.02;17.21;17.69;18.02;-
Jun 15, 2020;4:00 AM;17.4;17.4;17.4;17.4;-;17.4;41.57;1.72;17.47;17.4;18.42;18.63;17.4;-
Jun 15, 2020;5:00 AM;21.36;21.36;21.36;21.36;-;21.36;41.64;8.11;21.4;21.36;22.82;22.82;21.36;-
Jun 15, 2020;6:00 AM;29.93;29.93;29.93;29.93;-;29.93;48.97;10.98;29.24;29.93;35.01;35.01;29.93;-
Jun 15, 2020;7:00 AM;35.28;35.28;35.28;35.28;-;35.28;49.42;34.92;31.92;35.28;40.12;45.13;35.28;-
Jun 15, 2020;8:00 AM;36.05;36.05;36.05;36.05;-;36.05;61.8;36.05;33.99;36.05;41;46.2;36.05;-
Jun 15, 2020;9:00 AM;35.89;35.89;35.89;35.89;-;35.89;62.98;35.89;33.4;35.89;42;43.88;35.89;-
Jun 15, 2020;10:00 AM;34.09;34.09;34.09;34.09;-;34.09;57.07;34.09;32.17;34.09;38;41.91;34.09;-
Jun 15, 2020;11:00 AM;34;34;34;34;-;34;59.48;34;32.47;34;37.13;43.17;34;-
Jun 15, 2020;12:00 PM;34.1;34.1;34.1;34.1;-;34.1;62.94;34.1;32.12;34.1;37.04;44.52;34.1;-
Jun 15, 2020;1:00 PM;33.15;33.15;33.15;33.15;-;33.15;61.8;33.15;31.73;33.15;34;42.41;33.15;-
Jun 15, 2020;2:00 PM;31.9;31.9;31.9;31.9;-;31.9;55.28;31.9;30.91;31.9;31.6;42.24;31.9;-
Jun 15, 2020;3:00 PM;31;31;31;31;-;31;49.36;31;30.92;31;31.63;41.79;31;-
Jun 15, 2020;4:00 PM;30.52;30.52;30.52;30.52;-;30.52;46.26;29.79;30.1;30.52;31.99;41.85;30.52;-
Jun 15, 2020;5:00 PM;33;33;33;33;-;33;52.9;32.21;32.09;33;35.14;39.05;33;-
Jun 15, 2020;6:00 PM;38;38;38;38;-;38;54.49;37.09;33.43;38;39;39;38;-
Jun 15, 2020;7:00 PM;43.52;43.52;43.52;43.52;-;43.52;49.42;42.48;36.17;43.52;41;41;43.52;-
Jun 15, 2020;8:00 PM;41.07;41.07;41.07;41.07;-;41.07;48.03;27.24;34.98;41.07;42.96;42.96;41.07;-
Jun 15, 2020;9:00 PM;35.91;35.91;35.91;35.91;-;35.91;49.35;24.84;33.03;35.91;38.83;41.51;35.91;-
Jun 15, 2020;10:00 PM;36.39;36.39;36.39;36.39;-;36.39;51.93;10.45;33.49;36.39;34.02;37.93;36.39;-
Jun 15, 2020;11:00 PM;31.92;31.92;31.92;31.92;-;31.92;49.59;8.98;31.19;31.92;31.74;34.64;31.92;-
Jun 16, 2020;12:00 AM;29.86;29.86;29.86;29.86;-;29.86;40.35;6.4;30.07;29.86;29.58;30.87;29.86;-
Jun 16, 2020;1:00 AM;26.59;26.59;26.59;26.59;-;26.59;40.34;4.53;27.69;26.59;27.11;27.11;26.59;-
Jun 16, 2020;2:00 AM;25.17;25.17;25.17;25.17;-;25.17;40.35;3.84;26.93;25.17;25.17;25.17;25.17;-
Jun 16, 2020;3:00 AM;24.79;24.79;24.79;24.79;-;24.79;40.34;3.14;25.95;24.79;24.3;24.3;24.79;-
Jun 16, 2020;4:00 AM;24.34;24.34;24.34;24.34;-;24.34;40.35;3.25;26.19;24.34;24.08;24.08;24.34;-
Jun 16, 2020;5:00 AM;25.1;25.1;25.1;25.1;-;25.1;40.11;6.62;27.72;25.1;25.97;25.97;25.1;-
Jun 16, 2020;6:00 AM;31.13;31.13;31.13;29.7;-;30.99;47.25;13.95;32.51;31.02;36.2;36.2;31.02;-
Jun 16, 2020;7:00 AM;38.39;38.39;38.39;34.38;-;37.9;47.7;37.47;37.6;38.03;46.37;46.37;38.03;-
Jun 16, 2020;8:00 AM;45.9;45.9;45.9;35.21;-;44.56;59.15;45.9;40.55;45.1;49.92;49.92;45.1;-
Jun 16, 2020;9:00 AM;41.39;41.39;41.39;36.64;-;40.79;61.88;41.39;41.13;40.96;45.47;45.47;40.96;-
Jun 16, 2020;10:00 AM;39.32;39.32;39.32;36.98;-;39.03;60.86;39.32;40.02;39.13;43.17;43.17;39.13;-
Jun 16, 2020;11:00 AM;40.31;40.31;40.31;38.08;-;40.03;64.48;40.31;37.95;40.09;43.11;43.11;40.09;-
Jun 16, 2020;12:00 PM;38.75;38.75;38.75;38.75;-;38.75;64.98;38.75;37.14;38.75;41.71;41.71;38.75;-
Jun 16, 2020;1:00 PM;34.97;34.97;34.97;34.97;-;34.97;64.42;34.97;35.95;34.97;39.23;39.23;34.97;-
Jun 16, 2020;2:00 PM;32.21;32.21;32.21;32.21;-;32.21;61.86;32.21;34.48;32.21;37;37;32.21;-
Jun 16, 2020;3:00 PM;30.86;30.86;30.86;30.61;-;30.83;54.9;30.12;33.47;30.84;36.18;36.18;30.84;-
Jun 16, 2020;4:00 PM;30.66;30.66;30.66;30;-;30.58;51.97;29.92;33.43;30.61;35.47;35.47;30.61;-
Jun 16, 2020;5:00 PM;33.73;33.73;33.73;31.22;-;33.73;45.86;32.92;35.02;33.5;39.65;39.65;33.5;-
Jun 16, 2020;6:00 PM;38.32;38.32;38.32;35;-;38.32;51.8;37.4;40.37;38.03;42.91;42.91;38.03;-
Jun 16, 2020;7:00 PM;42.91;42.91;42.91;40.66;-;42.91;54.45;34.97;42.35;42.68;47.25;47.25;42.68;-
Jun 16, 2020;8:00 PM;40.66;40.66;40.66;36.61;-;40.66;50.63;16.26;38.77;40.25;44.92;44.92;40.24;-
Jun 16, 2020;9:00 PM;37.66;37.66;37.66;34.69;-;37.66;46.3;13.98;36.18;37.38;39.63;39.63;37.38;-
Jun 16, 2020;10:00 PM;34.92;34.92;34.92;34.92;-;34.92;49.5;10.16;36.16;34.92;36.85;38.97;34.92;-
Jun 16, 2020;11:00 PM;30.94;30.94;30.94;30.94;-;30.94;48.38;9.07;33.06;30.94;31.88;31.88;30.94;-
Jun 17, 2020;12:00 AM;32.05;32.05;32.05;32.05;-;32.05;41.02;5.7;29.97;32.05;29.19;32.13;32.05;-
Jun 17, 2020;1:00 AM;30.38;30.38;30.38;30.38;-;30.38;40.91;24.07;27.27;30.38;27.43;27.43;30.38;-
Jun 17, 2020;2:00 AM;28.1;28.1;28.1;28.1;-;28.1;40.89;24.01;25.88;28.1;26.01;26.01;28.1;-
Jun 17, 2020;3:00 AM;26.92;26.92;26.92;26.92;-;26.92;40.9;21.08;25.22;26.92;25.01;25.01;26.92;-
Jun 17, 2020;4:00 AM;26.53;26.53;26.53;26.53;-;26.53;40.79;21.07;24.67;26.53;24.43;24.43;26.53;-
Jun 17, 2020;5:00 AM;28.76;28.76;28.76;28.51;-;28.74;40.88;28.07;25.67;28.73;25.77;25.77;28.73;-
Jun 17, 2020;6:00 AM;35.96;35.96;35.96;31;-;34.91;49.15;35.09;31.01;35.3;32.59;32.59;35.3;-
Jun 17, 2020;7:00 AM;51.93;51.93;51.93;36.66;-;49.09;50.68;50.68;35.68;49.76;40.97;44.03;49.76;-
Jun 17, 2020;8:00 AM;56.52;56.66;57.91;37.88;-;54.5;57.91;57.91;37.8;53.72;43.17;46.51;53.72;-
Jun 17, 2020;9:00 AM;42.14;54.33;54.33;41.81;-;42.11;54.33;54.33;38.01;42.09;40.16;44.33;42.09;-
Jun 17, 2020;10:00 AM;38.99;53.04;53.04;38.99;-;38.99;53.04;53.04;36.88;38.99;36.85;42.42;38.99;-
Jun 17, 2020;11:00 AM;38.39;58.03;58.03;38.39;-;38.39;61.53;58.03;36.92;38.39;36.77;43.22;38.39;-
Jun 17, 2020;12:00 PM;36.03;61.83;61.83;36.03;-;36.03;61.83;61.83;36.01;36.03;35.29;40.96;36.03;-
Jun 17, 2020;1:00 PM;36.01;52.13;52.13;36.01;-;36.01;59.59;52.13;34.12;36.01;32.76;39.82;36.01;-
Jun 17, 2020;2:00 PM;35.05;38.63;38.63;35.05;-;35.05;56.42;38.63;31.62;35.05;30.6;36;35.05;-
Jun 17, 2020;3:00 PM;33.59;34.42;34.42;33.59;-;33.59;54.61;34.42;30.9;33.59;29.16;34.97;33.59;-
Jun 17, 2020;4:00 PM;33;33.81;33.81;33;-;33;49.73;33.81;30.34;33;29.37;36.98;33;-
Jun 17, 2020;5:00 PM;40.06;40.06;40.19;35.1;-;39.61;46.04;40.06;31.4;39.37;32.9;34.88;39.37;-
Jun 17, 2020;6:00 PM;45.58;45.58;49.57;40.2;-;45.29;46.27;45.58;34.15;44.81;37.92;37.92;44.81;-
Jun 17, 2020;7:00 PM;47.33;47.33;47.33;44.71;-;47.18;47.33;47.33;37.05;46.95;41.26;41.26;46.95;-
Jun 17, 2020;8:00 PM;42.32;42.32;42.32;36.59;-;42.26;46.31;41.31;35.13;41.54;38.18;39.12;41.54;-
Jun 17, 2020;9:00 PM;39.71;39.71;39.71;36.66;-;39.61;45.28;38.76;33;39.29;35.01;37.01;39.29;-
Jun 17, 2020;10:00 PM;36.59;36.59;36.59;36.59;-;36.59;51.08;35.71;32.79;36.59;32.49;34.3;36.59;-
Jun 17, 2020;11:00 PM;31.7;31.7;31.7;31.7;-;31.7;41.03;21.62;30.12;31.7;28.33;30.66;31.7;-
Jun 18, 2020;12:00 AM;27.74;27.74;27.74;27.74;-;27.74;47.85;13.98;28.46;27.74;27.08;28.84;27.74;-
Jun 18, 2020;1:00 AM;25.26;25.26;25.26;25.26;-;25.26;47.75;11.63;25.53;25.26;24.52;24.52;25.26;-
Jun 18, 2020;2:00 AM;23.51;23.51;23.51;23.51;-;23.51;47.12;9.89;24.24;23.51;22.32;22.32;23.51;-
Jun 18, 2020;3:00 AM;22.82;22.82;22.82;22.82;-;22.82;44.88;9.76;23.48;22.82;22;22;22.82;-
Jun 18, 2020;4:00 AM;22.92;22.92;22.92;22.92;-;22.92;43.85;9.63;23.35;22.92;21.94;21.94;22.92;-
Jun 18, 2020;5:00 AM;24.31;24.31;24.31;24.31;-;24.31;47.35;13.72;24.68;24.31;24.01;24.01;24.31;-
Jun 18, 2020;6:00 AM;28.86;28.86;28.86;28.63;-;28.83;52.9;28.86;29.5;28.84;28.88;28.88;28.84;-
Jun 18, 2020;7:00 AM;34.59;38.19;38.19;34.32;-;34.56;50.92;38.19;34.79;34.56;37.82;37.82;34.56;-
Jun 18, 2020;8:00 AM;36.59;62.23;62.23;36.29;-;36.55;62.23;62.23;35.18;36.55;41.91;41.91;36.55;-
Jun 18, 2020;9:00 AM;36.93;62.64;62.64;36.93;-;36.93;62.64;62.64;34.84;36.93;38.95;38.95;36.93;-
Jun 18, 2020;10:00 AM;36.73;42.32;60.59;36.73;-;36.73;60.59;60.59;33.44;36.73;38.57;38.57;36.73;-
Jun 18, 2020;11:00 AM;36.87;42.15;60.76;36.87;-;36.87;60.76;60.76;33.44;36.87;38.45;38.45;36.87;-
Jun 18, 2020;12:00 PM;36.21;36.21;59.52;36.21;-;36.21;59.52;59.52;32.23;36.21;38.31;38.31;36.21;-
Jun 18, 2020;1:00 PM;34;34;49.9;34;-;34;49.9;49.9;32.1;34;35.89;35.89;34;-
Jun 18, 2020;2:00 PM;32.17;32.17;44.76;32.17;-;32.17;46.11;44.76;30.96;32.17;33.38;33.38;32.17;-
Jun 18, 2020;3:00 PM;31.81;31.81;32.59;31.81;-;31.81;46.17;32.59;30;31.81;32.39;32.39;31.81;-
Jun 18, 2020;4:00 PM;30.72;30.72;31.47;30.72;-;30.72;46.5;31.47;29.76;30.72;31.08;31.08;30.72;-
