Date;Time of day;Biomass[MWh];Hydropower[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other renewable[MWh];Nuclear[MWh];Fossil brown coal[MWh];Fossil hard coal[MWh];Fossil gas[MWh];Hydro pumped storage[MWh];Other conventional[MWh]
Mar 26, 2020;3:45 AM;1,184;395;285;4,413;0;46;1,660;1,869;561;1,084;1;302
Mar 26, 2020;4:00 AM;1,185;396;260;4,456;0;48;1,662;1,890;569;1,109;1;307
Mar 26, 2020;4:15 AM;1,179;396;238;4,494;0;48;1,664;1,946;570;1,107;1;307
Mar 26, 2020;4:30 AM;1,180;403;218;4,466;0;49;1,659;1,989;583;1,115;1;310
Mar 26, 2020;4:45 AM;1,181;395;208;4,478;0;50;1,658;2,059;596;1,126;1;311
Mar 26, 2020;5:00 AM;1,181;395;204;4,523;0;50;1,652;2,114;622;1,191;1;312
Mar 26, 2020;5:15 AM;1,178;399;200;4,601;0;50;1,661;2,173;633;1,201;1;312
Mar 26, 2020;5:30 AM;1,176;405;196;4,593;0;50;1,661;2,262;630;1,204;2;312
Mar 26, 2020;5:45 AM;1,178;423;202;4,588;1;50;1,665;2,413;621;1,206;3;310
Mar 26, 2020;6:00 AM;1,179;410;186;4,614;11;50;1,664;2,571;650;1,227;152;313
Mar 26, 2020;6:15 AM;1,176;405;145;4,575;81;50;1,665;2,692;660;1,231;147;314
Mar 26, 2020;6:30 AM;1,176;410;138;4,407;254;50;1,667;2,714;678;1,233;152;315
Mar 26, 2020;6:45 AM;1,173;418;152;4,239;525;50;1,671;2,715;682;1,236;220;314
Mar 26, 2020;7:00 AM;1,178;409;162;4,110;856;50;1,673;2,709;680;1,253;729;312
Mar 26, 2020;7:15 AM;1,175;399;174;3,971;1,229;50;1,674;2,711;680;1,253;844;312
Mar 26, 2020;7:30 AM;1,175;397;173;3,732;1,641;50;1,675;2,752;685;1,248;868;310
Mar 26, 2020;7:45 AM;1,173;396;173;3,505;2,119;50;1,676;2,763;687;1,247;866;313
Mar 26, 2020;8:00 AM;1,174;412;178;3,275;2,597;50;1,675;2,758;678;1,256;1,071;312
Mar 26, 2020;8:15 AM;1,175;403;197;3,056;3,043;50;1,676;2,752;677;1,255;979;313
Mar 26, 2020;8:30 AM;1,177;396;224;2,875;3,542;50;1,675;2,750;673;1,257;942;312
Mar 26, 2020;8:45 AM;1,175;394;252;2,741;3,997;50;1,675;2,742;661;1,249;632;313
Mar 26, 2020;9:00 AM;1,174;397;282;2,725;4,398;50;1,675;2,622;566;1,205;628;312
Mar 26, 2020;9:15 AM;1,177;391;298;2,787;4,823;50;1,677;2,541;544;1,200;366;311
Mar 26, 2020;9:30 AM;1,180;387;298;2,865;5,150;50;1,672;2,433;540;1,203;278;312
Mar 26, 2020;9:45 AM;1,181;387;304;2,987;5,455;50;1,659;2,262;536;1,198;250;311
Mar 26, 2020;10:00 AM;1,179;396;295;3,184;5,724;50;1,632;2,120;526;1,159;304;312
Mar 26, 2020;10:15 AM;1,177;385;276;3,395;5,939;50;1,619;1,970;514;1,155;174;314
Mar 26, 2020;10:30 AM;1,178;384;269;3,622;6,141;50;1,581;1,868;516;1,156;133;314
Mar 26, 2020;10:45 AM;1,179;389;257;3,795;6,312;50;1,580;1,789;508;1,151;47;314
Mar 26, 2020;11:00 AM;1,180;389;264;3,913;6,404;48;1,574;1,733;522;1,057;93;311
Mar 26, 2020;11:15 AM;1,181;382;283;3,995;6,492;48;1,569;1,667;545;1,058;95;311
Mar 26, 2020;11:30 AM;1,183;383;268;4,083;6,544;48;1,556;1,648;568;1,059;133;310
Mar 26, 2020;11:45 AM;1,184;383;252;4,154;6,576;48;1,552;1,641;587;1,061;131;309
Mar 26, 2020;12:00 PM;1,186;403;244;4,167;6,556;47;1,552;1,639;623;1,037;214;308
Mar 26, 2020;12:15 PM;1,188;399;245;4,106;6,519;46;1,544;1,631;662;1,036;291;307
Mar 26, 2020;12:30 PM;1,191;405;247;4,080;6,458;46;1,538;1,630;677;1,038;286;305
Mar 26, 2020;12:45 PM;1,189;392;262;4,055;6,461;46;1,536;1,628;685;1,039;184;305
Mar 26, 2020;1:00 PM;1,191;393;267;3,968;6,287;45;1,543;1,614;670;1,053;116;302
Mar 26, 2020;1:15 PM;1,189;399;266;3,934;6,164;45;1,544;1,606;638;1,053;63;302
Mar 26, 2020;1:30 PM;1,187;388;286;3,960;5,952;45;1,545;1,605;625;1,053;44;303
Mar 26, 2020;1:45 PM;1,183;389;308;3,984;5,782;45;1,542;1,598;624;1,039;41;304
Mar 26, 2020;2:00 PM;1,185;402;332;4,067;5,527;44;1,545;1,600;627;1,021;28;304
Mar 26, 2020;2:15 PM;1,188;417;354;4,137;5,299;43;1,567;1,615;620;1,014;81;301
Mar 26, 2020;2:30 PM;1,189;406;376;4,250;5,029;41;1,584;1,620;620;1,005;54;298
Mar 26, 2020;2:45 PM;1,186;415;415;4,333;4,698;41;1,591;1,610;619;1,010;71;296
Mar 26, 2020;3:00 PM;1,186;410;441;4,409;4,358;41;1,591;1,651;624;1,067;9;294
Mar 26, 2020;3:15 PM;1,185;419;463;4,493;4,063;41;1,590;1,671;630;1,082;52;293
Mar 26, 2020;3:30 PM;1,186;421;491;4,563;3,644;41;1,590;1,681;639;1,085;41;291
Mar 26, 2020;3:45 PM;1,186;422;528;4,561;3,253;41;1,602;1,699;641;1,073;82;288
Mar 26, 2020;4:00 PM;1,186;410;531;4,650;2,839;41;1,617;1,789;633;1,059;33;293
Mar 26, 2020;4:15 PM;1,187;435;501;4,702;2,462;41;1,617;1,911;637;1,092;92;294
Mar 26, 2020;4:30 PM;1,185;420;492;4,736;2,076;41;1,624;2,042;635;1,093;80;293
Mar 26, 2020;4:45 PM;1,186;417;493;4,706;1,706;41;1,637;2,228;635;1,101;91;294
Mar 26, 2020;5:00 PM;1,185;402;521;4,647;1,344;41;1,613;2,383;687;1,146;252;291
Mar 26, 2020;5:15 PM;1,185;404;559;4,583;1,005;41;1,617;2,486;700;1,149;296;296
Mar 26, 2020;5:30 PM;1,185;418;588;4,547;706;41;1,625;2,534;703;1,159;591;296
Mar 26, 2020;5:45 PM;1,184;420;597;4,388;451;41;1,637;2,553;708;1,151;824;292
Mar 26, 2020;6:00 PM;1,186;398;615;4,220;240;41;1,631;2,586;748;1,182;977;295
Mar 26, 2020;6:15 PM;1,176;416;638;4,120;96;41;1,635;2,638;751;1,195;1,144;296
Mar 26, 2020;6:30 PM;1,179;426;673;4,184;25;41;1,657;2,690;754;1,209;1,237;296
Mar 26, 2020;6:45 PM;1,192;436;734;4,241;2;41;1,677;2,747;759;1,207;1,247;297
Mar 26, 2020;7:00 PM;1,201;449;816;4,332;0;41;1,677;2,775;766;1,201;1,486;296
Mar 26, 2020;7:15 PM;1,193;450;868;4,508;0;41;1,678;2,782;765;1,208;1,326;295
Mar 26, 2020;7:30 PM;1,200;433;879;4,674;0;41;1,676;2,773;762;1,212;1,260;294
Mar 26, 2020;7:45 PM;1,198;417;872;4,841;0;41;1,674;2,753;761;1,216;1,024;294
Mar 26, 2020;8:00 PM;1,200;447;880;4,952;0;41;1,663;2,782;752;1,205;1,206;294
Mar 26, 2020;8:15 PM;1,192;437;882;5,011;0;41;1,661;2,777;748;1,199;1,030;295
Mar 26, 2020;8:30 PM;1,193;426;878;5,007;0;41;1,661;2,763;748;1,203;921;295
Mar 26, 2020;8:45 PM;1,205;414;851;5,041;0;41;1,657;2,733;750;1,200;741;294
Mar 26, 2020;9:00 PM;1,205;436;814;5,056;0;41;1,655;2,681;742;1,187;427;296
Mar 26, 2020;9:15 PM;1,202;412;770;5,102;0;41;1,655;2,684;735;1,194;307;297
Mar 26, 2020;9:30 PM;1,202;412;747;5,058;0;41;1,654;2,672;733;1,192;249;296
Mar 26, 2020;9:45 PM;1,202;391;724;5,040;0;41;1,639;2,669;729;1,187;152;296
Mar 26, 2020;10:00 PM;1,204;450;693;4,892;0;41;1,665;2,689;692;1,194;450;293
Mar 26, 2020;10:15 PM;1,205;433;656;4,845;0;41;1,669;2,676;681;1,200;363;293
Mar 26, 2020;10:30 PM;1,206;430;624;4,787;0;41;1,669;2,677;663;1,187;424;289
Mar 26, 2020;10:45 PM;1,209;411;598;4,714;0;40;1,664;2,690;663;1,169;272;291
Mar 26, 2020;11:00 PM;1,210;443;564;4,681;0;40;1,660;2,683;663;1,143;214;292
Mar 26, 2020;11:15 PM;1,210;421;516;4,639;0;39;1,659;2,680;649;1,139;85;292
Mar 26, 2020;11:30 PM;1,209;438;472;4,560;0;39;1,659;2,666;636;1,133;190;290
Mar 26, 2020;11:45 PM;1,211;399;454;4,488;0;39;1,661;2,642;637;1,126;104;290
Mar 27, 2020;12:00 AM;1,209;469;439;4,425;0;39;1,679;2,694;614;1,069;531;277
Mar 27, 2020;12:15 AM;1,210;448;425;4,300;0;39;1,679;2,713;615;1,085;369;275
Mar 27, 2020;12:30 AM;1,209;419;408;4,274;0;39;1,681;2,710;616;1,072;317;279
Mar 27, 2020;12:45 AM;1,212;399;387;4,242;0;39;1,681;2,690;615;1,065;206;278
Mar 27, 2020;1:00 AM;1,215;404;370;4,226;0;39;1,667;2,633;613;1,026;111;278
Mar 27, 2020;1:15 AM;1,217;397;365;4,219;0;39;1,666;2,566;610;1,030;93;280
Mar 27, 2020;1:30 AM;1,210;393;377;4,164;0;39;1,668;2,559;610;1,026;51;279
Mar 27, 2020;1:45 AM;1,217;400;376;4,144;0;39;1,669;2,495;608;1,016;48;280
Mar 27, 2020;2:00 AM;1,217;417;372;4,129;0;40;1,665;2,334;604;970;114;282
Mar 27, 2020;2:15 AM;1,218;419;361;4,094;0;40;1,663;2,298;602;979;122;282
Mar 27, 2020;2:30 AM;1,215;424;364;4,079;0;40;1,664;2,290;599;985;142;280
Mar 27, 2020;2:45 AM;1,215;417;362;4,093;0;40;1,665;2,275;601;976;111;280
Mar 27, 2020;3:00 AM;1,218;414;373;4,113;0;41;1,665;2,264;605;1,004;55;280
Mar 27, 2020;3:15 AM;1,216;413;374;4,182;0;41;1,664;2,266;601;1,008;10;279
Mar 27, 2020;3:30 AM;1,215;407;385;4,200;0;41;1,664;2,264;605;1,004;10;279
Mar 27, 2020;3:45 AM;1,215;395;398;4,169;0;41;1,665;2,246;609;1,003;8;281
Mar 27, 2020;4:00 AM;1,214;394;421;4,165;0;42;1,661;2,183;618;980;11;284
Mar 27, 2020;4:15 AM;1,213;391;444;4,199;0;42;1,661;2,185;617;987;5;284
Mar 27, 2020;4:30 AM;1,209;393;460;4,219;0;42;1,661;2,199;619;996;6;286
Mar 27, 2020;4:45 AM;1,211;404;452;4,308;0;43;1,661;2,288;616;1,018;5;287
Mar 27, 2020;5:00 AM;1,212;398;447;4,357;0;44;1,661;2,405;614;1,078;9;288
Mar 27, 2020;5:15 AM;1,210;401;449;4,341;0;44;1,665;2,503;609;1,073;12;287
Mar 27, 2020;5:30 AM;1,203;399;455;4,341;1;44;1,660;2,527;613;1,090;17;289
Mar 27, 2020;5:45 AM;1,202;415;470;4,322;3;47;1,667;2,577;614;1,123;70;296
Mar 27, 2020;6:00 AM;1,203;410;463;4,326;21;50;1,668;2,649;651;1,182;124;300
Mar 27, 2020;6:15 AM;1,200;431;456;4,269;112;50;1,671;2,726;660;1,188;276;301
Mar 27, 2020;6:30 AM;1,196;426;468;4,168;315;50;1,670;2,752;660;1,193;323;301
Mar 27, 2020;6:45 AM;1,196;437;454;4,037;590;50;1,674;2,778;646;1,189;447;301
Mar 27, 2020;7:00 AM;1,199;431;425;3,846;936;50;1,669;2,749;596;1,178;739;302
Mar 27, 2020;7:15 AM;1,198;417;411;3,687;1,275;50;1,674;2,775;576;1,182;862;302
Mar 27, 2020;7:30 AM;1,194;419;418;3,446;1,714;50;1,674;2,797;574;1,188;888;302
Mar 27, 2020;7:45 AM;1,196;419;423;3,103;2,170;50;1,674;2,799;575;1,178;833;302
Mar 27, 2020;8:00 AM;1,200;439;423;2,787;2,646;50;1,675;2,792;566;1,191;989;302
Mar 27, 2020;8:15 AM;1,197;430;424;2,439;3,123;50;1,674;2,796;562;1,195;957;304
Mar 27, 2020;8:30 AM;1,198;425;411;2,149;3,622;50;1,663;2,799;568;1,201;963;305
Mar 27, 2020;8:45 AM;1,199;398;392;1,919;4,111;50;1,648;2,801;571;1,199;766;305
Mar 27, 2020;9:00 AM;1,200;421;374;1,799;4,541;49;1,640;2,796;565;1,163;901;303
Mar 27, 2020;9:15 AM;1,198;418;361;1,776;4,983;49;1,628;2,783;564;1,157;488;301
Mar 27, 2020;9:30 AM;1,198;414;363;1,778;5,371;49;1,616;2,747;562;1,159;276;300
Mar 27, 2020;9:45 AM;1,199;410;367;1,815;5,693;49;1,606;2,616;544;1,153;125;299
Mar 27, 2020;10:00 AM;1,200;421;353;1,934;5,990;47;1,596;2,519;493;1,120;147;299
Mar 27, 2020;10:15 AM;1,198;395;349;2,104;6,274;47;1,598;2,409;464;1,118;72;298
Mar 27, 2020;10:30 AM;1,188;391;351;2,222;6,551;47;1,589;2,335;463;1,127;73;296
Mar 27, 2020;10:45 AM;1,140;382;350;2,314;6,776;47;1,576;2,240;464;1,106;43;295
Mar 27, 2020;11:00 AM;1,124;379;375;2,410;6,895;44;1,556;2,150;461;1,020;95;290
Mar 27, 2020;11:15 AM;1,123;400;412;2,494;7,030;43;1,542;2,081;456;1,021;128;291
Mar 27, 2020;11:30 AM;1,124;400;437;2,547;7,158;43;1,540;2,026;455;1,037;64;290
Mar 27, 2020;11:45 AM;1,120;400;457;2,630;7,199;42;1,541;1,890;454;1,024;69;289
Mar 27, 2020;12:00 PM;1,120;404;471;2,712;7,219;41;1,543;1,793;452;1,041;214;285
Mar 27, 2020;12:15 PM;1,119;402;493;2,713;7,217;40;1,542;1,727;450;1,042;52;279
Mar 27, 2020;12:30 PM;1,122;400;516;2,734;7,183;39;1,535;1,656;450;1,041;39;289
Mar 27, 2020;12:45 PM;1,125;393;529;2,761;7,121;39;1,528;1,573;450;1,039;80;289
Mar 27, 2020;1:00 PM;1,129;393;546;2,801;7,046;37;1,492;1,552;452;973;82;285
Mar 27, 2020;1:15 PM;1,135;392;554;2,836;6,920;37;1,462;1,560;449;978;22;285
Mar 27, 2020;1:30 PM;1,131;389;561;2,883;6,730;37;1,439;1,553;449;979;25;285
Mar 27, 2020;1:45 PM;1,134;389;572;2,960;6,533;37;1,441;1,514;448;968;37;285
Mar 27, 2020;2:00 PM;1,141;395;601;3,049;6,330;36;1,440;1,499;448;953;40;284
Mar 27, 2020;2:15 PM;1,159;396;629;3,101;6,071;36;1,439;1,503;451;959;39;285
Mar 27, 2020;2:30 PM;1,160;398;667;3,158;5,783;36;1,437;1,504;452;959;53;285
Mar 27, 2020;2:45 PM;1,165;404;707;3,237;5,436;36;1,437;1,526;449;958;57;285
Mar 27, 2020;3:00 PM;1,176;404;729;3,307;5,105;36;1,431;1,556;450;981;43;281
Mar 27, 2020;3:15 PM;1,196;395;748;3,421;4,711;36;1,436;1,569;451;985;38;278
Mar 27, 2020;3:30 PM;1,204;398;797;3,430;4,297;36;1,449;1,570;452;990;44;277
Mar 27, 2020;3:45 PM;1,207;404;848;3,469;3,842;36;1,461;1,610;450;993;63;282
Mar 27, 2020;4:00 PM;1,213;393;888;3,518;3,385;36;1,460;1,679;452;973;67;284
Mar 27, 2020;4:15 PM;1,208;402;920;3,583;2,904;36;1,469;1,725;450;1,001;78;283
Mar 27, 2020;4:30 PM;1,211;386;976;3,635;2,451;36;1,475;1,774;449;1,012;131;286
Mar 27, 2020;4:45 PM;1,213;417;1,035;3,639;1,993;36;1,513;1,846;451;1,030;289;285
Mar 27, 2020;5:00 PM;1,213;385;1,085;3,679;1,543;36;1,546;2,003;485;1,013;559;283
Mar 27, 2020;5:15 PM;1,211;384;1,148;3,661;1,130;36;1,576;2,347;488;1,035;611;283
Mar 27, 2020;5:30 PM;1,217;396;1,181;3,599;791;36;1,607;2,498;494;1,052;748;284
Mar 27, 2020;5:45 PM;1,210;416;1,182;3,513;502;36;1,618;2,596;493;1,084;1,035;284
Mar 27, 2020;6:00 PM;1,211;399;1,197;3,467;265;36;1,626;2,628;499;1,140;1,243;285
Mar 27, 2020;6:15 PM;1,213;408;1,209;3,551;111;36;1,634;2,714;504;1,143;1,254;286
Mar 27, 2020;6:30 PM;1,210;408;1,230;3,764;29;36;1,637;2,739;506;1,148;1,307;285
Mar 27, 2020;6:45 PM;1,207;408;1,262;3,928;3;36;1,654;2,745;504;1,148;1,413;286
Mar 27, 2020;7:00 PM;1,209;433;1,275;4,104;0;36;1,649;2,737;508;1,209;1,454;287
Mar 27, 2020;7:15 PM;1,213;440;1,292;4,305;0;36;1,647;2,743;509;1,206;1,405;286
Mar 27, 2020;7:30 PM;1,203;433;1,343;4,444;0;36;1,647;2,739;514;1,216;1,318;287
Mar 27, 2020;7:45 PM;1,205;407;1,371;4,513;0;36;1,647;2,721;514;1,172;1,104;286
Mar 27, 2020;8:00 PM;1,208;422;1,343;4,548;0;36;1,643;2,748;504;1,128;1,342;284
Mar 27, 2020;8:15 PM;1,210;409;1,324;4,522;0;36;1,643;2,736;503;1,118;1,055;284
Mar 27, 2020;8:30 PM;1,209;411;1,312;4,454;0;36;1,644;2,718;506;1,108;919;281
Mar 27, 2020;8:45 PM;1,206;399;1,274;4,398;0;36;1,644;2,689;505;1,108;844;277
Mar 27, 2020;9:00 PM;1,209;423;1,232;4,319;0;36;1,644;2,674;508;1,103;724;281
Mar 27, 2020;9:15 PM;1,211;408;1,183;4,224;0;36;1,644;2,670;507;1,093;568;282
Mar 27, 2020;9:30 PM;1,211;404;1,147;4,114;0;36;1,644;2,673;503;1,103;572;285
Mar 27, 2020;9:45 PM;1,211;399;1,117;3,972;0;36;1,645;2,677;500;1,102;440;285
Mar 27, 2020;10:00 PM;1,212;429;1,058;3,773;0;36;1,654;2,716;467;1,081;540;285
Mar 27, 2020;10:15 PM;1,211;409;1,013;3,687;0;36;1,655;2,709;466;1,076;506;284
Mar 27, 2020;10:30 PM;1,213;427;942;3,579;0;36;1,655;2,715;465;1,078;516;285
Mar 27, 2020;10:45 PM;1,213;417;896;3,465;0;36;1,655;2,697;458;1,082;411;284
Mar 27, 2020;11:00 PM;1,211;402;853;3,347;0;36;1,655;2,624;392;1,068;463;280
Mar 27, 2020;11:15 PM;1,216;403;794;3,254;0;36;1,656;2,582;379;1,046;380;284
Mar 27, 2020;11:30 PM;1,207;428;735;3,114;0;36;1,657;2,590;377;1,044;461;284
Mar 27, 2020;11:45 PM;1,214;427;701;3,007;0;37;1,657;2,563;356;1,044;337;286
Mar 28, 2020;12:00 AM;1,211;420;691;2,912;0;39;1,651;2,506;333;1,001;285;301
Mar 28, 2020;12:15 AM;1,209;400;681;2,842;0;39;1,651;2,454;342;1,041;231;302
Mar 28, 2020;12:30 AM;1,207;400;638;2,785;0;39;1,651;2,453;341;1,042;181;301
Mar 28, 2020;12:45 AM;1,208;405;605;2,737;0;39;1,653;2,341;338;1,048;293;304
Mar 28, 2020;1:00 AM;1,206;393;595;2,679;0;40;1,655;2,308;330;1,010;307;304
Mar 28, 2020;1:15 AM;1,205;386;613;2,633;0;40;1,654;2,292;324;982;241;304
Mar 28, 2020;1:30 AM;1,206;387;627;2,582;0;40;1,654;2,295;322;994;280;306
Mar 28, 2020;1:45 AM;1,207;388;610;2,556;0;40;1,653;2,292;323;996;147;304
Mar 28, 2020;2:00 AM;1,204;399;587;2,510;0;40;1,662;2,288;321;1,029;339;307
Mar 28, 2020;2:15 AM;1,207;408;562;2,486;0;40;1,665;2,278;321;1,037;286;306
Mar 28, 2020;2:30 AM;1,204;403;558;2,452;0;40;1,666;2,232;319;1,041;268;304
Mar 28, 2020;2:45 AM;1,205;399;568;2,445;0;41;1,669;2,230;320;1,041;213;306
Mar 28, 2020;3:00 AM;1,202;400;567;2,427;0;42;1,679;2,243;327;1,035;213;306
Mar 28, 2020;3:15 AM;1,200;400;563;2,485;0;42;1,682;2,249;324;1,032;274;306
Mar 28, 2020;3:30 AM;1,201;402;562;2,497;0;42;1,682;2,245;325;1,040;270;306
Mar 28, 2020;3:45 AM;1,200;402;582;2,518;0;43;1,680;2,160;326;1,024;222;307
Mar 28, 2020;4:00 AM;1,199;399;607;2,536;0;45;1,660;2,051;332;953;95;309
Mar 28, 2020;4:15 AM;1,203;399;619;2,577;0;45;1,658;2,047;333;957;69;313
Mar 28, 2020;4:30 AM;1,201;401;619;2,597;0;45;1,662;2,019;331;969;94;312
Mar 28, 2020;4:45 AM;1,202;403;640;2,572;0;47;1,663;1,988;330;983;125;316
Mar 28, 2020;5:00 AM;1,201;409;690;2,575;0;48;1,670;1,845;334;1,022;199;321
Mar 28, 2020;5:15 AM;1,198;415;731;2,564;0;48;1,672;1,790;338;1,026;150;321
Mar 28, 2020;5:30 AM;1,199;426;751;2,545;2;48;1,673;1,665;340;1,037;163;319
Mar 28, 2020;5:45 AM;1,197;411;785;2,574;3;48;1,672;1,756;342;1,027;111;319
Mar 28, 2020;6:00 AM;1,197;416;814;2,667;31;49;1,673;1,819;347;1,044;96;321
Mar 28, 2020;6:15 AM;1,197;396;840;2,649;146;49;1,672;1,826;348;1,045;45;322
Mar 28, 2020;6:30 AM;1,195;391;853;2,582;354;49;1,673;1,833;344;1,048;32;320
Mar 28, 2020;6:45 AM;1,195;403;852;2,475;640;49;1,669;1,846;346;1,052;59;321
Mar 28, 2020;7:00 AM;1,196;414;832;2,364;962;48;1,665;1,844;341;1,024;173;319
Mar 28, 2020;7:15 AM;1,196;398;884;2,290;1,338;47;1,665;1,815;345;1,017;84;318
Mar 28, 2020;7:30 AM;1,196;394;975;2,215;1,771;46;1,666;1,741;345;1,011;39;316
Mar 28, 2020;7:45 AM;1,193;393;1,033;2,006;2,237;46;1,658;1,571;355;1,003;50;315
Mar 28, 2020;8:00 AM;1,192;392;1,039;1,755;2,705;44;1,650;1,400;353;964;70;309
Mar 28, 2020;8:15 AM;1,193;395;1,011;1,503;3,171;44;1,653;1,314;354;956;105;310
Mar 28, 2020;8:30 AM;1,193;397;980;1,284;3,644;43;1,654;1,294;355;949;72;308
Mar 28, 2020;8:45 AM;1,200;412;996;1,097;4,108;41;1,654;1,274;360;920;60;303
Mar 28, 2020;9:00 AM;1,199;413;1,015;1,016;4,569;40;1,635;1,228;358;899;224;302
Mar 28, 2020;9:15 AM;1,200;412;1,046;1,002;4,964;39;1,606;1,233;360;898;168;299
Mar 28, 2020;9:30 AM;1,197;412;1,109;998;5,358;38;1,567;1,239;358;855;103;295
Mar 28, 2020;9:45 AM;1,196;412;1,124;1,021;5,714;37;1,538;1,190;357;815;49;294
Mar 28, 2020;10:00 AM;1,198;414;1,120;1,074;6,035;37;1,532;1,140;353;769;80;295
Mar 28, 2020;10:15 AM;1,195;391;1,118;1,174;6,308;37;1,524;1,130;352;767;40;297
Mar 28, 2020;10:30 AM;1,198;394;1,128;1,223;6,548;37;1,528;1,119;341;770;39;295
Mar 28, 2020;10:45 AM;1,195;390;1,143;1,300;6,763;37;1,503;1,118;332;765;38;295
Mar 28, 2020;11:00 AM;1,194;392;1,145;1,381;6,930;37;1,469;1,120;322;761;12;294
Mar 28, 2020;11:15 AM;1,194;397;1,148;1,436;7,095;37;1,413;1,121;322;764;11;295
Mar 28, 2020;11:30 AM;1,194;410;1,110;1,529;7,181;37;1,400;1,118;323;767;12;295
Mar 28, 2020;11:45 AM;1,194;409;1,115;1,601;7,277;37;1,403;1,171;323;767;12;293
Mar 28, 2020;12:00 PM;1,196;423;1,146;1,670;7,325;37;1,416;1,188;323;770;18;295
Mar 28, 2020;12:15 PM;1,196;410;1,186;1,747;7,327;37;1,409;1,184;325;773;19;295
Mar 28, 2020;12:30 PM;1,198;423;1,217;1,785;7,272;37;1,400;1,130;325;773;23;297
Mar 28, 2020;12:45 PM;1,200;410;1,234;1,851;7,209;37;1,394;1,101;327;766;15;294
Mar 28, 2020;1:00 PM;1,199;408;1,243;1,707;7,136;37;1,370;1,093;321;758;21;294
Mar 28, 2020;1:15 PM;1,201;405;1,259;1,727;7,039;37;1,347;1,086;318;753;21;295
Mar 28, 2020;1:30 PM;1,203;404;1,297;1,697;6,853;37;1,339;1,084;318;753;16;294
Mar 28, 2020;1:45 PM;1,205;397;1,344;1,816;6,640;37;1,327;1,083;320;745;9;293
Mar 28, 2020;2:00 PM;1,201;400;1,366;1,713;6,431;37;1,309;1,091;323;738;11;295
Mar 28, 2020;2:15 PM;1,202;402;1,363;1,778;6,156;37;1,293;1,090;323;739;12;295
Mar 28, 2020;2:30 PM;1,203;402;1,391;1,903;5,866;37;1,293;1,068;323;755;12;293
Mar 28, 2020;2:45 PM;1,201;405;1,406;2,167;5,558;37;1,296;1,041;321;768;12;292
Mar 28, 2020;3:00 PM;1,205;397;1,461;2,598;5,183;37;1,299;1,042;319;768;21;294
Mar 28, 2020;3:15 PM;1,204;394;1,541;2,814;4,799;37;1,295;1,040;321;765;48;295
Mar 28, 2020;3:30 PM;1,198;380;1,574;3,093;4,355;37;1,297;1,048;320;760;64;296
Mar 28, 2020;3:45 PM;1,205;387;1,589;3,151;3,915;37;1,339;1,059;320;742;88;293
Mar 28, 2020;4:00 PM;1,206;392;1,567;3,511;3,457;37;1,397;1,079;315;708;64;293
Mar 28, 2020;4:15 PM;1,208;390;1,449;3,672;2,990;37;1,443;1,086;316;708;62;295
Mar 28, 2020;4:30 PM;1,208;392;1,372;3,830;2,528;37;1,509;1,095;318;701;79;294
Mar 28, 2020;4:45 PM;1,208;395;1,382;3,976;2,061;37;1,543;1,102;316;711;217;292
Mar 28, 2020;5:00 PM;1,208;375;1,409;4,010;1,627;37;1,544;1,106;323;723;144;297
Mar 28, 2020;5:15 PM;1,209;377;1,417;4,045;1,195;37;1,562;1,105;325;723;479;294
Mar 28, 2020;5:30 PM;1,207;395;1,421;4,140;826;38;1,614;1,099;327;747;742;297
Mar 28, 2020;5:45 PM;1,208;406;1,424;4,154;512;38;1,642;1,124;328;780;1,000;296
Mar 28, 2020;6:00 PM;1,206;379;1,423;4,182;281;38;1,639;1,200;329;876;1,308;298
Mar 28, 2020;6:15 PM;1,206;383;1,422;4,231;125;38;1,642;1,285;331;942;1,317;298
Mar 28, 2020;6:30 PM;1,205;404;1,435;4,442;39;39;1,643;1,351;332;979;1,310;296
Mar 28, 2020;6:45 PM;1,208;420;1,441;4,532;7;39;1,643;1,437;330;993;1,379;292
Mar 28, 2020;7:00 PM;1,210;424;1,441;4,707;0;39;1,641;1,423;335;1,006;1,530;296
Mar 28, 2020;7:15 PM;1,208;424;1,437;4,825;0;39;1,642;1,431;344;1,002;1,510;298
Mar 28, 2020;7:30 PM;1,205;429;1,428;4,859;0;39;1,642;1,446;344;1,009;1,566;300
Mar 28, 2020;7:45 PM;1,203;414;1,412;4,922;0;39;1,642;1,422;344;992;1,380;300
Mar 28, 2020;8:00 PM;1,204;432;1,400;4,991;0;39;1,645;1,383;345;906;1,509;300
Mar 28, 2020;8:15 PM;1,203;403;1,399;5,003;0;39;1,642;1,338;343;887;1,195;300
Mar 28, 2020;8:30 PM;1,204;387;1,390;4,975;0;39;1,643;1,262;341;893;1,067;299
Mar 28, 2020;8:45 PM;1,205;403;1,384;4,971;0;39;1,643;1,203;344;874;993;301
Mar 28, 2020;9:00 PM;1,206;404;1,368;4,853;0;39;1,645;1,160;340;893;849;301
Mar 28, 2020;9:15 PM;1,207;402;1,350;4,748;0;39;1,644;1,136;341;897;753;300
Mar 28, 2020;9:30 PM;1,206;398;1,341;4,695;0;39;1,645;1,137;340;894;686;300
Mar 28, 2020;9:45 PM;1,205;399;1,331;4,688;0;39;1,645;1,141;331;905;652;300
