Date;Time of day;Biomass[MWh];Hydropower[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other renewable[MWh];Nuclear[MWh];Fossil brown coal[MWh];Fossil hard coal[MWh];Fossil gas[MWh];Hydro pumped storage[MWh];Other conventional[MWh]
Jan 15, 2020;6:15 AM;1,163;383;1,211;8,190;0;45;1,956;1,770;838;1,176;188;310
Jan 15, 2020;6:30 AM;1,158;385;1,207;8,115;0;45;1,956;1,932;928;1,212;242;310
Jan 15, 2020;6:45 AM;1,155;368;1,202;8,101;0;45;1,966;2,085;1,000;1,268;211;310
Jan 15, 2020;7:00 AM;1,171;357;1,207;8,119;0;46;1,972;2,282;1,056;1,318;152;315
Jan 15, 2020;7:15 AM;1,173;360;1,216;8,110;0;46;1,977;2,376;1,086;1,326;295;315
Jan 15, 2020;7:30 AM;1,172;363;1,241;8,039;0;46;1,985;2,418;1,120;1,321;396;315
Jan 15, 2020;7:45 AM;1,168;402;1,205;8,058;0;47;2,002;2,438;1,131;1,315;548;315
Jan 15, 2020;8:00 AM;1,171;426;1,119;8,067;2;48;2,005;2,413;1,145;1,329;1,008;318
Jan 15, 2020;8:15 AM;1,168;423;1,030;8,072;52;48;2,008;2,402;1,161;1,334;1,109;318
Jan 15, 2020;8:30 AM;1,163;405;951;8,033;183;48;2,009;2,409;1,173;1,333;1,188;318
Jan 15, 2020;8:45 AM;1,166;384;897;7,987;407;48;2,009;2,408;1,179;1,338;1,102;318
Jan 15, 2020;9:00 AM;1,164;430;877;7,882;669;48;2,010;2,404;1,205;1,324;1,153;319
Jan 15, 2020;9:15 AM;1,164;377;858;7,825;943;48;2,010;2,397;1,216;1,326;1,004;320
Jan 15, 2020;9:30 AM;1,170;348;862;7,761;1,227;48;2,009;2,383;1,235;1,330;872;320
Jan 15, 2020;9:45 AM;1,176;352;878;7,776;1,487;48;2,009;2,327;1,222;1,326;469;320
Jan 15, 2020;10:00 AM;1,181;353;927;7,815;1,787;48;2,009;2,287;1,248;1,275;394;320
Jan 15, 2020;10:15 AM;1,185;359;984;7,686;2,059;48;2,008;2,211;1,257;1,276;141;320
Jan 15, 2020;10:30 AM;1,183;335;1,099;7,637;2,282;48;2,008;2,190;1,229;1,278;80;320
Jan 15, 2020;10:45 AM;1,182;339;1,121;7,613;2,525;48;2,007;2,151;1,152;1,273;84;321
Jan 15, 2020;11:00 AM;1,188;355;1,145;7,518;2,746;48;1,993;2,141;1,123;1,275;64;321
Jan 15, 2020;11:15 AM;1,188;359;1,165;7,486;2,920;48;1,981;2,123;1,057;1,277;44;321
Jan 15, 2020;11:30 AM;1,186;369;1,147;7,410;3,064;48;1,971;2,077;992;1,268;43;321
Jan 15, 2020;11:45 AM;1,182;355;1,123;7,356;3,233;48;1,964;2,057;1,060;1,266;51;321
Jan 15, 2020;12:00 PM;1,184;366;1,115;7,280;3,313;46;1,963;2,050;1,088;1,249;47;318
Jan 15, 2020;12:15 PM;1,184;369;1,109;7,204;3,324;46;1,961;2,034;1,098;1,254;52;318
Jan 15, 2020;12:30 PM;1,185;371;1,090;7,161;3,318;46;1,963;2,037;1,102;1,257;62;319
Jan 15, 2020;12:45 PM;1,188;368;1,162;7,183;3,298;46;1,950;2,015;1,108;1,254;42;318
Jan 15, 2020;1:00 PM;1,191;364;1,182;7,111;3,246;45;1,938;2,045;1,123;1,258;83;316
Jan 15, 2020;1:15 PM;1,191;354;1,227;7,089;3,140;45;1,933;2,037;1,113;1,262;67;316
Jan 15, 2020;1:30 PM;1,195;368;1,211;7,081;2,988;45;1,933;2,100;1,116;1,289;55;316
Jan 15, 2020;1:45 PM;1,193;360;1,200;7,114;2,821;45;1,932;2,129;1,100;1,294;34;316
Jan 15, 2020;2:00 PM;1,199;373;1,157;7,124;2,619;45;1,929;2,199;1,126;1,296;38;316
Jan 15, 2020;2:15 PM;1,196;365;1,192;7,144;2,343;43;1,928;2,255;1,138;1,304;40;311
Jan 15, 2020;2:30 PM;1,196;384;1,202;7,151;2,053;43;1,925;2,309;1,146;1,306;71;311
Jan 15, 2020;2:45 PM;1,199;381;1,263;7,137;1,744;43;1,919;2,383;1,178;1,322;110;311
Jan 15, 2020;3:00 PM;1,200;381;1,242;7,167;1,435;43;1,917;2,512;1,214;1,350;140;311
Jan 15, 2020;3:15 PM;1,197;380;1,191;7,205;1,134;43;1,917;2,541;1,252;1,355;210;311
Jan 15, 2020;3:30 PM;1,196;397;1,107;7,222;827;43;1,918;2,552;1,280;1,356;429;311
Jan 15, 2020;3:45 PM;1,193;390;1,122;7,259;548;43;1,917;2,556;1,292;1,363;519;311
Jan 15, 2020;4:00 PM;1,196;348;1,155;7,378;304;43;1,913;2,486;1,307;1,365;503;311
Jan 15, 2020;4:15 PM;1,198;357;1,141;7,567;126;43;1,917;2,463;1,313;1,362;629;311
Jan 15, 2020;4:30 PM;1,195;360;1,089;7,669;32;43;1,918;2,460;1,367;1,387;706;311
Jan 15, 2020;4:45 PM;1,191;362;1,030;7,714;2;43;1,918;2,465;1,392;1,403;809;311
Jan 15, 2020;5:00 PM;1,195;356;1,036;7,780;0;45;1,916;2,522;1,417;1,430;756;314
Jan 15, 2020;5:15 PM;1,189;353;1,034;7,922;0;45;1,917;2,523;1,435;1,442;963;316
Jan 15, 2020;5:30 PM;1,190;350;1,006;8,025;0;45;1,916;2,539;1,447;1,446;1,043;316
Jan 15, 2020;5:45 PM;1,184;350;1,054;8,027;0;45;1,918;2,542;1,466;1,451;1,048;317
Jan 15, 2020;6:00 PM;1,189;354;1,131;7,968;0;47;1,918;2,501;1,480;1,457;1,040;320
Jan 15, 2020;6:15 PM;1,188;348;1,190;7,916;0;47;1,918;2,502;1,488;1,454;986;320
Jan 15, 2020;6:30 PM;1,190;351;1,232;7,826;0;47;1,918;2,495;1,496;1,454;982;320
Jan 15, 2020;6:45 PM;1,187;347;1,317;7,823;0;47;1,918;2,455;1,502;1,454;893;321
Jan 15, 2020;7:00 PM;1,193;350;1,363;7,863;0;49;1,919;2,471;1,484;1,443;740;325
Jan 15, 2020;7:15 PM;1,188;348;1,420;7,788;0;49;1,920;2,461;1,468;1,403;637;325
Jan 15, 2020;7:30 PM;1,185;347;1,465;7,673;0;49;1,920;2,471;1,459;1,358;635;325
Jan 15, 2020;7:45 PM;1,189;344;1,488;7,653;0;49;1,919;2,479;1,436;1,341;520;325
Jan 15, 2020;8:00 PM;1,191;351;1,503;7,640;0;49;1,921;2,452;1,313;1,304;389;326
Jan 15, 2020;8:15 PM;1,188;375;1,512;7,667;0;49;1,920;2,448;1,218;1,304;265;326
Jan 15, 2020;8:30 PM;1,193;355;1,523;7,601;0;49;1,919;2,427;1,179;1,292;95;325
Jan 15, 2020;8:45 PM;1,194;351;1,528;7,551;0;49;1,918;2,381;1,139;1,280;66;325
Jan 15, 2020;9:00 PM;1,193;374;1,534;7,468;0;48;1,912;2,306;1,080;1,242;19;320
Jan 15, 2020;9:15 PM;1,196;353;1,538;7,359;0;48;1,909;2,309;1,062;1,237;10;319
Jan 15, 2020;9:30 PM;1,196;356;1,536;7,242;0;48;1,906;2,311;1,055;1,228;1;319
Jan 15, 2020;9:45 PM;1,192;357;1,537;7,117;0;48;1,904;2,322;1,049;1,186;1;319
Jan 15, 2020;10:00 PM;1,190;384;1,540;6,852;0;47;1,916;2,400;1,061;1,143;46;321
Jan 15, 2020;10:15 PM;1,190;371;1,544;6,834;0;46;1,920;2,382;1,059;1,098;22;319
Jan 15, 2020;10:30 PM;1,189;362;1,465;6,721;0;46;1,933;2,347;1,057;1,089;1;320
Jan 15, 2020;10:45 PM;1,186;363;1,421;6,635;0;46;1,944;2,334;1,046;1,083;1;320
Jan 15, 2020;11:00 PM;1,187;385;1,445;6,523;0;45;1,958;2,340;1,024;1,047;56;318
Jan 15, 2020;11:15 PM;1,184;359;1,445;6,374;0;45;1,970;2,354;978;1,042;20;317
Jan 15, 2020;11:30 PM;1,183;377;1,380;6,237;0;45;1,985;2,362;947;1,045;26;317
Jan 15, 2020;11:45 PM;1,182;361;1,299;6,139;0;45;1,996;2,381;952;1,009;2;317
Jan 16, 2020;12:00 AM;1,178;398;1,294;6,017;0;44;2,001;2,449;1,022;960;13;310
Jan 16, 2020;12:15 AM;1,181;431;1,297;5,851;0;44;2,001;2,468;1,005;948;28;309
Jan 16, 2020;12:30 AM;1,184;422;1,242;5,648;0;44;2,000;2,531;1,000;954;23;309
Jan 16, 2020;12:45 AM;1,181;416;1,206;5,442;0;44;2,000;2,555;1,033;974;13;309
Jan 16, 2020;1:00 AM;1,175;382;1,207;5,315;0;43;2,003;2,614;1,069;967;51;306
Jan 16, 2020;1:15 AM;1,172;367;1,197;5,241;0;41;2,003;2,615;1,078;959;42;303
Jan 16, 2020;1:30 AM;1,175;366;1,190;5,105;0;41;2,002;2,624;1,073;963;46;303
Jan 16, 2020;1:45 AM;1,180;362;1,252;4,959;0;41;2,001;2,611;1,063;952;36;304
Jan 16, 2020;2:00 AM;1,176;357;1,282;4,830;0;41;2,003;2,636;1,026;941;35;302
Jan 16, 2020;2:15 AM;1,175;365;1,264;4,707;0;39;2,001;2,624;1,024;935;44;299
Jan 16, 2020;2:30 AM;1,177;358;1,233;4,619;0;39;2,008;2,635;1,052;936;35;299
Jan 16, 2020;2:45 AM;1,173;347;1,246;4,455;0;39;2,009;2,639;1,051;943;12;299
Jan 16, 2020;3:00 AM;1,176;353;1,294;4,316;0;39;2,010;2,680;1,022;953;2;310
Jan 16, 2020;3:15 AM;1,173;355;1,357;4,176;0;39;2,009;2,702;1,046;955;13;310
Jan 16, 2020;3:30 AM;1,176;352;1,358;4,058;0;39;2,009;2,757;1,071;963;14;310
Jan 16, 2020;3:45 AM;1,175;350;1,364;3,956;0;39;2,009;2,772;1,095;977;14;310
Jan 16, 2020;4:00 AM;1,175;349;1,382;3,836;0;39;2,009;2,800;1,140;1,006;13;311
Jan 16, 2020;4:15 AM;1,174;348;1,407;3,746;0;39;2,009;2,845;1,200;1,030;14;311
Jan 16, 2020;4:30 AM;1,169;345;1,406;3,671;0;39;2,009;2,863;1,251;1,041;60;311
Jan 16, 2020;4:45 AM;1,167;340;1,400;3,581;0;41;2,009;2,875;1,281;1,126;70;316
Jan 16, 2020;5:00 AM;1,167;332;1,382;3,536;0;41;2,005;2,903;1,304;1,189;32;322
Jan 16, 2020;5:15 AM;1,164;332;1,345;3,467;0;41;2,006;2,984;1,343;1,299;35;321
Jan 16, 2020;5:30 AM;1,168;337;1,343;3,394;0;43;2,009;3,038;1,373;1,445;55;325
Jan 16, 2020;5:45 AM;1,169;334;1,388;3,354;0;46;2,000;3,041;1,405;1,557;54;331
Jan 16, 2020;6:00 AM;1,169;343;1,397;3,349;0;46;1,985;3,057;1,426;1,798;26;331
Jan 16, 2020;6:15 AM;1,168;361;1,392;3,293;0;46;1,991;3,089;1,507;1,876;21;328
Jan 16, 2020;6:30 AM;1,168;404;1,384;3,202;0;46;2,001;3,120;1,616;1,953;138;325
Jan 16, 2020;6:45 AM;1,165;356;1,384;3,162;0;47;2,009;3,159;1,678;2,069;208;327
Jan 16, 2020;7:00 AM;1,170;355;1,376;3,117;0;48;2,004;3,182;1,686;2,297;628;326
Jan 16, 2020;7:15 AM;1,169;356;1,370;3,117;0;48;2,010;3,229;1,731;2,383;763;323
Jan 16, 2020;7:30 AM;1,169;360;1,368;3,030;0;48;2,012;3,238;1,767;2,453;928;323
Jan 16, 2020;7:45 AM;1,168;363;1,371;3,014;0;49;2,013;3,237;1,822;2,504;996;327
Jan 16, 2020;8:00 AM;1,174;382;1,368;3,002;2;50;2,009;3,262;1,895;2,608;1,414;331
Jan 16, 2020;8:15 AM;1,175;371;1,354;3,003;19;50;2,001;3,266;1,917;2,662;1,488;328
Jan 16, 2020;8:30 AM;1,177;398;1,343;2,950;78;50;1,993;3,260;1,875;2,698;1,401;328
Jan 16, 2020;8:45 AM;1,178;394;1,325;2,854;194;50;1,993;3,255;1,856;2,734;1,237;329
Jan 16, 2020;9:00 AM;1,174;391;1,311;2,722;417;50;1,988;3,261;1,869;2,744;1,387;328
Jan 16, 2020;9:15 AM;1,172;379;1,310;2,594;693;50;1,981;3,261;1,882;2,747;1,277;328
Jan 16, 2020;9:30 AM;1,175;371;1,310;2,444;976;50;1,971;3,256;1,904;2,742;1,183;326
Jan 16, 2020;9:45 AM;1,174;362;1,311;2,323;1,268;50;1,957;3,228;1,936;2,746;926;321
Jan 16, 2020;10:00 AM;1,178;357;1,331;2,201;1,501;50;1,945;3,192;1,919;2,760;828;327
Jan 16, 2020;10:15 AM;1,182;367;1,318;2,066;1,755;50;1,946;3,199;1,917;2,745;704;331
Jan 16, 2020;10:30 AM;1,181;359;1,315;1,930;2,037;50;1,945;3,169;1,944;2,751;714;332
Jan 16, 2020;10:45 AM;1,174;344;1,310;1,733;2,314;49;1,944;3,091;1,929;2,746;651;331
Jan 16, 2020;11:00 AM;1,171;368;1,276;1,614;2,583;48;1,925;3,013;1,863;2,704;205;328
Jan 16, 2020;11:15 AM;1,165;361;1,242;1,498;2,816;47;1,919;3,030;1,833;2,628;169;328
Jan 16, 2020;11:30 AM;1,161;343;1,276;1,341;3,000;47;1,919;3,028;1,809;2,556;255;328
Jan 16, 2020;11:45 AM;1,163;332;1,292;1,268;3,224;47;1,917;2,997;1,612;2,560;254;329
Jan 16, 2020;12:00 PM;1,174;371;1,263;1,209;3,380;47;1,918;3,003;1,552;2,472;80;327
Jan 16, 2020;12:15 PM;1,178;349;1,282;1,143;3,454;47;1,931;2,995;1,508;2,469;60;327
Jan 16, 2020;12:30 PM;1,181;355;1,237;1,106;3,555;47;1,941;2,968;1,491;2,464;45;327
Jan 16, 2020;12:45 PM;1,187;351;1,199;1,075;3,584;47;1,951;2,936;1,453;2,458;46;325
Jan 16, 2020;1:00 PM;1,191;354;1,174;1,078;3,562;46;1,974;2,908;1,422;2,471;34;327
Jan 16, 2020;1:15 PM;1,193;352;1,167;1,055;3,478;46;1,983;2,920;1,379;2,468;30;332
Jan 16, 2020;1:30 PM;1,194;350;1,193;1,021;3,351;46;1,996;2,914;1,361;2,472;35;331
Jan 16, 2020;1:45 PM;1,190;344;1,186;1,038;3,198;46;2,003;2,899;1,332;2,475;97;334
Jan 16, 2020;2:00 PM;1,188;346;1,178;1,026;2,972;46;2,006;2,911;1,413;2,528;160;333
Jan 16, 2020;2:15 PM;1,189;357;1,168;1,032;2,664;45;2,006;2,916;1,451;2,575;272;327
Jan 16, 2020;2:30 PM;1,190;367;1,140;1,074;2,370;45;2,006;2,919;1,494;2,594;445;326
Jan 16, 2020;2:45 PM;1,190;393;1,166;1,113;2,062;45;2,005;2,926;1,530;2,600;562;327
Jan 16, 2020;3:00 PM;1,189;401;1,143;1,152;1,713;45;2,004;2,960;1,579;2,631;598;327
Jan 16, 2020;3:15 PM;1,192;404;1,116;1,238;1,350;45;2,005;2,991;1,612;2,638;608;330
Jan 16, 2020;3:30 PM;1,189;383;1,144;1,323;1,002;45;1,999;2,994;1,628;2,640;742;354
Jan 16, 2020;3:45 PM;1,189;366;1,120;1,467;666;45;1,991;3,017;1,630;2,654;746;357
Jan 16, 2020;4:00 PM;1,189;347;1,134;1,724;384;45;1,976;3,039;1,650;2,676;544;351
Jan 16, 2020;4:15 PM;1,189;347;1,162;2,060;174;45;1,962;3,055;1,710;2,685;496;344
Jan 16, 2020;4:30 PM;1,186;369;1,210;2,324;52;45;1,959;3,064;1,734;2,688;494;328
Jan 16, 2020;4:45 PM;1,186;349;1,222;2,590;5;46;1,951;3,060;1,758;2,701;540;336
Jan 16, 2020;5:00 PM;1,188;348;1,260;2,869;0;46;1,920;3,044;1,784;2,697;873;337
Jan 16, 2020;5:15 PM;1,186;346;1,313;3,220;0;46;1,894;3,055;1,788;2,690;907;331
Jan 16, 2020;5:30 PM;1,194;361;1,303;3,547;0;46;1,886;3,055;1,795;2,682;829;326
Jan 16, 2020;5:45 PM;1,196;353;1,210;3,855;0;48;1,887;3,052;1,796;2,687;751;333
Jan 16, 2020;6:00 PM;1,199;370;1,231;4,203;0;48;1,888;3,045;1,771;2,698;992;340
Jan 16, 2020;6:15 PM;1,197;353;1,255;4,459;0;48;1,880;3,041;1,737;2,711;783;339
Jan 16, 2020;6:30 PM;1,201;343;1,269;4,702;0;48;1,882;3,027;1,694;2,683;730;340
Jan 16, 2020;6:45 PM;1,200;343;1,267;4,910;0;49;1,888;3,009;1,665;2,646;652;338
Jan 16, 2020;7:00 PM;1,199;374;1,267;5,120;0;50;1,891;3,026;1,640;2,608;1,000;341
Jan 16, 2020;7:15 PM;1,200;371;1,214;5,292;0;50;1,889;3,026;1,603;2,627;746;344
Jan 16, 2020;7:30 PM;1,197;347;1,179;5,426;0;50;1,890;3,017;1,559;2,608;611;344
Jan 16, 2020;7:45 PM;1,195;362;1,183;5,531;0;50;1,888;3,002;1,525;2,605;446;344
Jan 16, 2020;8:00 PM;1,192;370;1,191;5,625;0;49;1,892;2,997;1,511;2,426;245;344
Jan 16, 2020;8:15 PM;1,190;348;1,193;5,729;0;48;1,884;3,001;1,447;2,305;156;340
Jan 16, 2020;8:30 PM;1,195;342;1,182;5,843;0;48;1,883;2,989;1,355;2,179;98;341
Jan 16, 2020;8:45 PM;1,190;342;1,186;5,855;0;48;1,872;2,910;1,240;2,129;118;341
Jan 16, 2020;9:00 PM;1,194;357;1,194;5,890;0;47;1,863;2,777;1,159;2,014;175;336
Jan 16, 2020;9:15 PM;1,194;347;1,193;5,930;0;46;1,849;2,695;1,161;1,897;144;335
Jan 16, 2020;9:30 PM;1,195;356;1,116;5,930;0;46;1,840;2,638;1,147;1,843;103;338
Jan 16, 2020;9:45 PM;1,190;345;1,098;5,894;0;46;1,840;2,598;1,090;1,791;110;338
Jan 16, 2020;10:00 PM;1,191;366;1,103;5,704;0;46;1,849;2,573;1,080;1,810;240;338
Jan 16, 2020;10:15 PM;1,190;355;1,119;5,702;0;46;1,847;2,550;1,080;1,809;179;337
Jan 16, 2020;10:30 PM;1,191;347;1,130;5,704;0;46;1,849;2,552;1,069;1,786;97;335
Jan 16, 2020;10:45 PM;1,193;345;1,151;5,751;0;46;1,848;2,528;1,061;1,733;64;336
Jan 16, 2020;11:00 PM;1,187;349;1,197;5,689;0;46;1,853;2,450;1,038;1,708;73;337
Jan 16, 2020;11:15 PM;1,189;346;1,316;5,653;0;46;1,861;2,363;1,030;1,702;27;338
Jan 16, 2020;11:30 PM;1,190;355;1,375;5,654;0;46;1,877;2,358;1,019;1,669;13;336
Jan 16, 2020;11:45 PM;1,189;348;1,418;5,620;0;46;1,888;2,341;977;1,575;3;335
Jan 17, 2020;12:00 AM;1,182;340;1,453;5,628;0;46;1,882;2,395;954;1,412;4;333
Jan 17, 2020;12:15 AM;1,182;339;1,480;5,621;0;47;1,893;2,359;914;1,424;3;340
Jan 17, 2020;12:30 AM;1,186;342;1,439;5,641;0;47;1,893;2,356;879;1,411;8;340
Jan 17, 2020;12:45 AM;1,185;340;1,428;5,662;0;47;1,899;2,330;856;1,377;4;341
Jan 17, 2020;1:00 AM;1,186;343;1,432;5,599;0;47;1,905;2,255;844;1,339;8;338
Jan 17, 2020;1:15 AM;1,184;338;1,431;5,543;0;47;1,904;2,212;834;1,338;2;339
Jan 17, 2020;1:30 AM;1,192;339;1,423;5,566;0;47;1,904;2,212;834;1,333;5;339
Jan 17, 2020;1:45 AM;1,191;340;1,414;5,541;0;47;1,891;2,189;821;1,318;2;336
Jan 17, 2020;2:00 AM;1,187;345;1,397;5,532;0;47;1,903;2,129;823;1,278;36;335
Jan 17, 2020;2:15 AM;1,182;337;1,395;5,516;0;47;1,904;2,073;814;1,280;17;338
Jan 17, 2020;2:30 AM;1,186;338;1,410;5,431;0;47;1,908;2,078;814;1,288;20;336
Jan 17, 2020;2:45 AM;1,189;336;1,405;5,418;0;47;1,916;2,111;816;1,287;2;335
Jan 17, 2020;3:00 AM;1,189;335;1,452;5,407;0;47;1,921;2,140;819;1,320;5;336
Jan 17, 2020;3:15 AM;1,185;334;1,467;5,367;0;47;1,928;2,146;818;1,320;25;333
Jan 17, 2020;3:30 AM;1,185;338;1,463;5,284;0;47;1,929;2,174;820;1,322;1;330
Jan 17, 2020;3:45 AM;1,178;333;1,469;5,162;0;47;1,931;2,160;818;1,335;6;332
Jan 17, 2020;4:00 AM;1,177;332;1,457;5,114;0;47;1,925;2,153;819;1,326;0;332
Jan 17, 2020;4:15 AM;1,178;332;1,452;5,118;0;47;1,927;2,178;825;1,325;0;333
Jan 17, 2020;4:30 AM;1,177;335;1,460;5,052;0;48;1,927;2,198;834;1,328;1;338
Jan 17, 2020;4:45 AM;1,175;330;1,451;4,953;0;48;1,924;2,301;849;1,365;2;339
Jan 17, 2020;5:00 AM;1,178;331;1,457;4,914;0;48;1,913;2,477;869;1,534;3;336
Jan 17, 2020;5:15 AM;1,181;340;1,456;4,989;0;48;1,897;2,645;886;1,626;11;335
Jan 17, 2020;5:30 AM;1,183;341;1,449;4,946;0;48;1,909;2,784;901;1,694;11;337
Jan 17, 2020;5:45 AM;1,179;341;1,438;4,919;0;48;1,916;2,906;929;1,738;12;337
Jan 17, 2020;6:00 AM;1,177;341;1,428;5,091;0;48;1,901;3,043;982;1,814;9;335
Jan 17, 2020;6:15 AM;1,173;334;1,423;5,117;0;49;1,917;3,156;1,040;1,911;48;338
Jan 17, 2020;6:30 AM;1,176;334;1,424;5,126;0;50;1,923;3,213;1,140;2,061;30;335
Jan 17, 2020;6:45 AM;1,181;340;1,412;5,131;0;50;1,929;3,240;1,226;2,144;136;338
Jan 17, 2020;7:00 AM;1,184;331;1,418;5,097;0;50;1,921;3,265;1,322;2,361;183;361
Jan 17, 2020;7:15 AM;1,185;329;1,422;5,128;0;50;1,916;3,294;1,422;2,476;178;369
Jan 17, 2020;7:30 AM;1,185;340;1,420;5,117;0;50;1,916;3,302;1,479;2,513;360;370
Jan 17, 2020;7:45 AM;1,185;343;1,402;5,123;0;50;1,916;3,296;1,503;2,525;423;365
Jan 17, 2020;8:00 AM;1,186;331;1,342;5,159;6;50;1,915;3,285;1,550;2,555;1,029;357
Jan 17, 2020;8:15 AM;1,187;327;1,340;5,191;61;50;1,916;3,310;1,579;2,549;1,038;339
Jan 17, 2020;8:30 AM;1,191;326;1,331;5,172;188;50;1,913;3,312;1,571;2,536;891;339
Jan 17, 2020;8:45 AM;1,192;322;1,353;5,120;418;50;1,906;3,312;1,542;2,528;672;336
Jan 17, 2020;9:00 AM;1,194;326;1,406;4,959;723;50;1,888;3,317;1,480;2,533;784;331
Jan 17, 2020;9:15 AM;1,188;324;1,399;4,781;1,012;50;1,875;3,326;1,467;2,536;724;328
Jan 17, 2020;9:30 AM;1,189;331;1,406;4,677;1,325;50;1,875;3,326;1,434;2,533;538;338
Jan 17, 2020;9:45 AM;1,191;333;1,408;4,539;1,623;50;1,875;3,329;1,395;2,532;379;337
Jan 17, 2020;10:00 AM;1,191;336;1,402;4,463;1,895;50;1,914;3,310;1,338;2,536;408;338
Jan 17, 2020;10:15 AM;1,193;323;1,387;4,368;2,125;50;1,928;3,282;1,340;2,532;267;339
Jan 17, 2020;10:30 AM;1,196;324;1,371;4,209;2,353;50;1,928;3,286;1,325;2,529;213;339
Jan 17, 2020;10:45 AM;1,200;324;1,370;4,079;2,558;50;1,928;3,289;1,175;2,530;127;342
Jan 17, 2020;11:00 AM;1,198;332;1,370;3,866;2,708;50;1,928;3,282;1,437;2,528;157;340
Jan 17, 2020;11:15 AM;1,196;341;1,336;3,735;2,794;50;1,928;3,276;1,466;2,522;201;339
Jan 17, 2020;11:30 AM;1,197;350;1,288;3,601;2,906;50;1,928;3,267;1,284;2,528;237;340
Jan 17, 2020;11:45 AM;1,195;335;1,260;3,502;2,967;49;1,928;3,273;1,463;2,537;261;339
Jan 17, 2020;12:00 PM;1,193;338;1,219;3,403;2,997;49;1,927;3,251;1,478;2,543;165;340
Jan 17, 2020;12:15 PM;1,193;326;1,187;3,353;2,986;49;1,927;3,259;1,460;2,532;158;337
Jan 17, 2020;12:30 PM;1,196;329;1,156;3,279;2,930;48;1,925;3,266;1,437;2,532;203;338
Jan 17, 2020;12:45 PM;1,197;331;1,105;3,237;2,834;48;1,925;3,269;1,476;2,536;244;338
Jan 17, 2020;1:00 PM;1,193;333;1,089;3,238;2,728;47;1,925;3,273;1,499;2,505;185;335
Jan 17, 2020;1:15 PM;1,196;326;1,089;3,254;2,521;47;1,924;3,261;1,530;2,511;139;335
Jan 17, 2020;1:30 PM;1,189;321;1,120;3,268;2,336;47;1,924;3,266;1,490;2,509;252;335
Jan 17, 2020;1:45 PM;1,188;321;1,093;3,232;2,156;47;1,935;3,258;1,492;2,505;227;335
Jan 17, 2020;2:00 PM;1,189;322;1,078;3,246;1,924;47;1,947;3,263;1,453;2,495;177;334
Jan 17, 2020;2:15 PM;1,189;323;1,085;3,212;1,661;47;1,959;3,259;1,462;2,498;265;335
Jan 17, 2020;2:30 PM;1,188;325;1,087;3,221;1,410;47;1,972;3,264;1,451;2,496;285;335
Jan 17, 2020;2:45 PM;1,189;322;1,084;3,220;1,185;47;1,982;3,253;1,439;2,499;407;335
Jan 17, 2020;3:00 PM;1,194;321;1,041;3,282;952;47;1,983;3,262;1,513;2,514;239;337
Jan 17, 2020;3:15 PM;1,191;324;1,044;3,302;705;47;1,997;3,260;1,518;2,521;412;336
Jan 17, 2020;3:30 PM;1,193;324;1,081;3,339;493;47;1,998;3,259;1,500;2,522;685;336
Jan 17, 2020;3:45 PM;1,193;320;1,069;3,406;288;47;1,997;3,261;1,515;2,532;777;336
Jan 17, 2020;4:00 PM;1,189;320;1,088;3,490;132;47;1,996;3,256;1,572;2,551;651;335
Jan 17, 2020;4:15 PM;1,190;321;1,098;3,576;45;48;1,996;3,264;1,592;2,563;704;337
Jan 17, 2020;4:30 PM;1,192;320;1,110;3,742;13;48;1,997;3,252;1,593;2,525;787;337
Jan 17, 2020;4:45 PM;1,194;320;1,118;3,881;2;48;1,996;3,253;1,578;2,496;840;337
Jan 17, 2020;5:00 PM;1,192;320;1,132;3,968;0;48;2,004;3,246;1,582;2,547;933;337
Jan 17, 2020;5:15 PM;1,187;321;1,166;4,014;0;48;2,006;3,239;1,568;2,571;1,137;337
Jan 17, 2020;5:30 PM;1,195;320;1,223;4,012;0;48;2,006;3,227;1,590;2,552;1,316;338
Jan 17, 2020;5:45 PM;1,198;317;1,256;4,023;0;48;2,007;3,254;1,598;2,571;1,278;337
Jan 17, 2020;6:00 PM;1,194;314;1,291;4,103;0;48;2,007;3,250;1,607;2,565;1,305;339
Jan 17, 2020;6:15 PM;1,195;314;1,306;4,242;0;48;2,007;3,258;1,606;2,550;1,222;339
Jan 17, 2020;6:30 PM;1,193;313;1,300;4,406;0;48;2,006;3,260;1,612;2,557;1,141;339
Jan 17, 2020;6:45 PM;1,198;314;1,313;4,473;0;48;2,007;3,262;1,592;2,562;966;339
Jan 17, 2020;7:00 PM;1,200;315;1,329;4,580;0;49;2,006;3,253;1,550;2,538;753;339
Jan 17, 2020;7:15 PM;1,198;312;1,340;4,706;0;49;2,005;3,243;1,486;2,526;470;341
Jan 17, 2020;7:30 PM;1,201;312;1,282;4,911;0;49;2,001;3,222;1,459;2,490;277;341
Jan 17, 2020;7:45 PM;1,200;312;1,275;5,000;0;49;1,976;3,207;1,397;2,379;220;341
Jan 17, 2020;8:00 PM;1,203;312;1,261;5,084;0;49;1,987;3,202;1,223;2,173;427;341
Jan 17, 2020;8:15 PM;1,202;313;1,275;5,182;0;49;1,991;3,166;1,174;2,119;240;341
Jan 17, 2020;8:30 PM;1,200;312;1,307;5,316;0;49;1,986;3,118;1,109;2,044;98;341
